Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk,Risk
55.57,1,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,0.5,1.32,1
55.57,44,0.0006,0.2,0.00012,1.11,0.4,0.444,1.1106,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,3,2.64412,1.2,0.5,1.586472,1
55.57,9,1.49,0.4,0.596,2.34,0.6,1.404,3.83,5,0.2,1,0.25,0.2,0.05,2,0.2,0.4,0,0.2,0,3.4,3.45,0.4,0.5,0.69,0
55.57,32,1.27,0.4,0.508,2,0.6,1.2,3.27,5,0.2,1,0.18,0.2,0.036,2,0.2,0.4,0,0.2,0,3.4,3.144,0.4,0.5,0.6288,0
55.57,16,2.42,0.6,1.452,3.53,0.6,2.118,5.95,5,0.2,1,6.31,0.4,2.524,2,0.2,0.4,0,0.2,0,3.8,7.494,0.4,0.5,1.4988,1
55.57,15,0.69,0.2,0.138,0.81,0.2,0.162,1.5,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.7,0.4,0.5,0.34,0
55.57,15,1.85,0.4,0.74,4.16,0.6,2.496,6.01,5,0.2,1,0.51,0.2,0.102,2,0.2,0.4,0,0.2,0,3.4,4.738,0.4,0.5,0.9476,0
55.57,15,1.85,0.4,0.74,4.16,0.6,2.496,6.01,5,0.2,1,1.65,0.2,0.33,2,0.2,0.4,0,0.2,0,3.4,4.966,0.4,0.5,0.9932,0
55.57,13,2.45,0.6,1.47,5.47,0.6,3.282,7.92,5,0.2,1,5.61,0.4,2.244,2,0.2,0.4,0,0.2,0,3.8,8.396,0.4,0.5,1.6792,1
55.57,13,0.54,0.2,0.108,0.67,0.2,0.134,1.21,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.642,0.4,0.5,0.3284,0
55.57,22,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,18,1.45,0.4,0.58,5.79,0.6,3.474,7.24,5,0.2,1,0.69,0.2,0.138,2,0.2,0.4,0,0.2,0,3.4,5.592,0.4,0.5,1.1184,1
55.57,6,0.84,0.2,0.168,0,0.2,0,0.84,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.568,0.4,0.5,0.3136,0
55.57,6,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,6,0.11,0.2,0.022,0,0.2,0,0.11,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.422,0.4,0.5,0.2844,0
55.57,16,0.49,0.2,0.098,0,0.2,0,0.49,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.498,0.4,0.5,0.2996,0
55.57,6,0.41,0.2,0.082,0,0.2,0,0.41,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.482,0.4,0.5,0.2964,0
55.57,25,0.56,0.2,0.112,0,0.2,0,0.56,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.512,0.4,0.5,0.3024,0
55.57,6,0.87,0.2,0.174,0,0.2,0,0.87,5,0.2,1,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0,2,1.594,0.4,0.5,0.3188,0
55.57,25,0.5,0.2,0.1,0,0.2,0,0.5,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.5,0.4,0.5,0.3,0
55.57,6,0,0.2,0,0,0.2,0,0,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.404,0.4,0.5,0.2808,0
55.57,6,0.38,0.2,0.076,0.49,0.2,0.098,0.87,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.574,0.4,0.5,0.3148,0
55.57,6,0,0.2,0,0.03,0.2,0.006,0.03,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.406,0.4,0.5,0.2812,0
55.57,37,0.17,0.2,0.034,0,0.2,0,0.17,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.434,0.4,0.5,0.2868,0
55.57,8,0.84,0.2,0.168,0,0.2,0,0.84,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.968,0.8,0.5,0.7872,0
55.57,37,0.49,0.2,0.098,4.78,0.6,2.868,5.27,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.2,4.366,0.4,0.5,0.8732,0
55.57,8,0.67,0.2,0.134,0.41,0.2,0.082,1.08,5,0.2,1,0.99,0.2,0.198,4,0.2,0.8,0,0.2,0,2.2,2.214,0.8,0.5,0.8856,0
55.57,8,0.45,0.2,0.09,8.27,0.6,4.962,8.72,5,0.2,1,9.43,0.4,3.772,4,0.2,0.8,0,0.2,0,3.6,10.624,0.8,0.5,4.2496,1
55.57,8,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.8,0.8,0.5,0.72,0
55.57,8,0.68,0.2,0.136,0,0.2,0,0.68,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.936,0.8,0.5,0.7744,0
55.57,8,0.99,0.2,0.198,0,0.2,0,0.99,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.998,0.8,0.5,0.7992,0
55.57,8,0.29,0.2,0.058,0,0.2,0,0.29,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.858,0.8,0.5,0.7432,0
55.57,8,1.67,0.4,0.668,0,0.2,0,1.67,5,0.2,1,0.06,0.2,0.012,4,0.2,0.8,0,0.2,0,2.4,2.48,0.8,0.5,0.992,0
55.57,8,1.05,0.4,0.42,2.17,0.6,1.302,3.22,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,3.6,3.522,0.8,0.5,1.4088,1
55.57,2,0.74,0.2,0.148,0,0.2,0,0.74,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.348,1.2,0.5,1.4088,1
55.57,2,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,0.5,1.32,1
55.57,4,0.51,0.2,0.102,1.36,0.4,0.544,1.87,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,2.046,0.4,0.5,0.4092,0
55.57,4,0.74,0.2,0.148,0,0.2,0,0.74,5,0.2,1,0.15,0.2,0.03,2,0.2,0.4,0,0.2,0,2,1.578,0.4,0.5,0.3156,0
55.57,4,0.23,0.2,0.046,0,0.2,0,0.23,5,0.2,1,,0.2,0,2,0.2,0.4,0,0.2,0,2,1.446,0.4,0.5,0.2892,0
55.57,4,0,0.2,0,1.3,0.4,0.52,1.3,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,1.92,0.4,0.5,0.384,0
55.57,4,0.49,0.2,0.098,0,0.2,0,0.49,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.498,0.4,0.5,0.2996,0
55.57,4,0.73,0.2,0.146,0,0.2,0,0.73,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.546,0.4,0.5,0.3092,0
55.57,4,0.28,0.2,0.056,0.25,0.2,0.05,0.53,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.506,0.4,0.5,0.3012,0
55.57,4,0.32,0.2,0.064,0,0.2,0,0.32,5,0.2,1,0,0.2,0,2,0.4,0.8,0,0.2,0,2.2,1.864,0.8,0.5,0.7456,0
55.57,14,0.21,0.2,0.042,0,0.2,0,0.21,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.442,0.4,0.5,0.2884,0
55.57,14,1.63,0.4,0.652,0,0.2,0,1.63,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.052,0.4,0.5,0.4104,0
55.57,36,0.8,0.2,0.16,0,0.2,0,0.8,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.56,0.4,0.5,0.312,0
55.57,5,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,43,0.83,0.2,0.166,0,0.2,0,0.83,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.566,0.4,0.5,0.3132,0
55.57,5,0.57,0.2,0.114,1.26,0.4,0.504,1.83,5,0.2,1,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0,2.6,2.038,0.4,0.5,0.4076,0
55.57,5,0.71,0.2,0.142,0,0.2,0,0.71,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.542,0.4,0.5,0.3084,0
55.57,5,0.15,0.2,0.03,0,0.2,0,0.15,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.43,0.4,0.5,0.286,0
55.57,5,1.26,0.4,0.504,0,0.2,0,1.26,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.904,0.4,0.5,0.3808,0
55.57,5,0,0.2,0,0,0.2,0,0,5,0.2,1,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0,2,1.402,0.4,0.5,0.2804,0
55.57,43,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,5,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,5,0.09,0.2,0.018,0,0.2,0,0.09,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.418,0.4,0.5,0.2836,0
55.57,5,0.51,0.2,0.102,0.03,0.2,0.006,0.54,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.508,0.4,0.5,0.3016,0
55.57,5,0.49,0.2,0.098,0,0.2,0,0.49,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.502,0.4,0.5,0.3004,0
55.57,19,1.1,0.4,0.44,0,0.2,0,1.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.84,0.4,0.5,0.368,0
55.57,8,1.14,0.4,0.456,0,0.2,0,1.14,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.4,2.256,0.8,0.5,0.9024,0
55.57,19,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,19,2.3,0.6,1.38,0,0.2,0,2.3,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,2.78,0.4,0.5,0.556,0
55.57,19,1.6,0.4,0.64,0.49,0.2,0.098,2.09,5,0.2,1,88.34,0.6,53.004,2,0.2,0.4,0,0.2,0,2.6,55.142,0.4,0.5,11.0284,1
55.57,19,1.49,0.4,0.596,0,0.2,0,1.49,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.996,0.4,0.5,0.3992,0
55.57,19,0.24,0.2,0.048,0,0.2,0,0.24,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.448,0.4,0.5,0.2896,0
55.57,19,0.42,0.2,0.084,0,0.2,0,0.42,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.484,0.4,0.5,0.2968,0
55.57,19,1.07,0.4,0.428,0.16,0.2,0.032,1.23,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.86,0.4,0.5,0.372,0
55.57,22,1.39,0.4,0.556,0,0.2,0,1.39,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.956,0.4,0.5,0.3912,0
55.57,22,0.07,0.2,0.014,0,0.2,0,0.07,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.414,0.4,0.5,0.2828,0
55.57,9,0.49,0.2,0.098,0.4,0.2,0.08,0.89,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.578,0.4,0.5,0.3156,0
55.57,9,0.88,0.2,0.176,0.54,0.2,0.108,1.42,5,0.2,1,0.11,0.2,0.022,2,0.2,0.4,0,0.2,0,2,1.706,0.4,0.5,0.3412,0
55.57,19,0,0.2,0,1.74,0.4,0.696,1.74,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,2.096,0.4,0.5,0.4192,0
55.57,9,1.28,0.4,0.512,0,0.2,0,1.28,5,0.2,1,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0,2.2,1.956,0.4,0.5,0.3912,0
55.57,9,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,9,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,9,0.21,0.2,0.042,0,0.2,0,0.21,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.442,0.4,0.5,0.2884,0
55.57,9,0.92,0.2,0.184,0,0.2,0,0.92,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.584,0.4,0.5,0.3168,0
55.57,9,0.17,0.2,0.034,0,0.2,0,0.17,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.434,0.4,0.5,0.2868,0
55.57,9,0.26,0.2,0.052,0.0021,0.2,0.00042,0.2621,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.45242,0.4,0.5,0.290484,0
55.57,9,0.78,0.2,0.156,0,0.2,0,0.78,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.556,0.4,0.5,0.3112,0
55.57,11,0.98,0.2,0.196,0,0.2,0,0.98,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.596,0.4,0.5,0.3192,0
55.57,11,0.27,0.2,0.054,0.0017,0.2,0.00034,0.2717,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.45434,0.4,0.5,0.290868,0
55.57,11,0.41,0.2,0.082,0.11,0.2,0.022,0.52,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.504,0.4,0.5,0.3008,0
55.57,11,0.74,0.2,0.148,0,0.2,0,0.74,5,0.2,1,0.71,0.2,0.142,2,0.2,0.4,0,0.2,0,2,1.69,0.4,0.5,0.338,0
55.57,11,0.82,0.2,0.164,2.92,0.6,1.752,3.74,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.2,3.316,0.4,0.5,0.6632,0
55.57,12,0,0.2,0,11.68,0.6,7.008,11.68,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.2,8.408,0.4,0.5,1.6816,1
55.57,12,0.61,0.2,0.122,0,0.2,0,0.61,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.522,0.4,0.5,0.3044,0
55.57,12,0.62,0.2,0.124,0.47,0.2,0.094,1.09,5,0.2,1,0.58,0.2,0.116,2,0.2,0.4,0,0.2,0,2,1.734,0.4,0.5,0.3468,0
55.57,12,0,0.2,0,0,0.2,0,0,5,0.2,1,3.57,0.2,0.714,2,0.2,0.4,0,0.2,0,2,2.114,0.4,0.5,0.4228,0
55.57,12,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,12,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,12,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,12,1.08,0.4,0.432,0,0.2,0,1.08,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.832,0.4,0.5,0.3664,0
55.57,12,0.7,0.2,0.14,0,0.2,0,0.7,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.54,0.4,0.5,0.308,0
55.57,8,1.36,0.4,0.544,0,0.2,0,1.36,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.944,0.4,0.5,0.3888,0
55.57,8,0,0.2,0,5.24,0.6,3.144,5.24,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.2,4.544,0.4,0.5,0.9088,0
55.57,8,0.32,0.2,0.064,0.17,0.2,0.034,0.49,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.498,0.4,0.5,0.2996,0
55.57,8,0.33,0.2,0.066,0.0013,0.2,0.00026,0.3313,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.46626,0.4,0.5,0.293252,0
55.57,8,1.08,0.4,0.432,0.92,0.2,0.184,2,5,0.2,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,2.2,2.024,0.4,0.5,0.4048,0
55.57,8,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,8,0.6,0.2,0.12,0,0.2,0,0.6,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.52,0.4,0.5,0.304,0
55.57,27,0.76,0.2,0.152,0,0.2,0,0.76,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.552,0.4,0.5,0.3104,0
55.57,27,0,0.2,0,2.99,0.6,1.794,2.99,5,0.2,1,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0,3.2,3.206,0.4,0.5,0.6412,0
55.57,29,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,29,0.49,0.2,0.098,0.28,0.2,0.056,0.77,5,0.2,1,0.07,0.2,0.014,2,0.2,0.4,0,0.2,0,2,1.568,0.4,0.5,0.3136,0
55.57,29,0,0.2,0,0.81,0.2,0.162,0.81,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.562,0.4,0.5,0.3124,0
55.57,29,0.41,0.2,0.082,0,0.2,0,0.41,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.482,0.4,0.5,0.2964,0
55.57,27,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,29,0.82,0.2,0.164,0,0.2,0,0.82,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.564,0.4,0.5,0.3128,0
55.57,29,0.32,0.2,0.064,0.0009,0.2,0.00018,0.3209,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.46418,0.4,0.5,0.292836,0
55.57,27,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,2,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,0.5,1.32,1
55.57,2,1.06,0.4,0.424,0.63,0.2,0.126,1.69,5,0.2,1,0.9,0.2,0.18,6,0.2,1.2,0,0.2,0,2.6,2.93,1.2,0.5,1.758,1
55.57,28,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,28,0,0.2,0,0,0.2,0,0,5,0.2,1,0.13,0.2,0.026,2,0.2,0.4,0,0.2,0,2,1.426,0.4,0.5,0.2852,0
55.57,17,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,9,0.51,0.2,0.102,1.63,0.4,0.652,2.14,5,0.2,1,1.8,0.2,0.36,2,0.2,0.4,0,0.2,0,2.6,2.514,0.4,0.5,0.5028,0
55.57,9,1.06,0.4,0.424,0,0.2,0,1.06,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.824,0.4,0.5,0.3648,0
55.57,9,0.71,0.2,0.142,0.25,0.2,0.05,0.96,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.592,0.4,0.5,0.3184,0
55.57,32,0,0.2,0,8.49,0.6,5.094,8.49,5,0.2,1,0.43,0.2,0.086,2,0.2,0.4,0,0.2,0,3.2,6.58,0.4,0.5,1.316,1
55.57,32,1.6,0.4,0.64,0,0.2,0,1.6,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.04,0.4,0.5,0.408,0
55.57,32,0.3,0.2,0.06,0.0023,0.2,0.00046,0.3023,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.46046,0.4,0.5,0.292092,0
55.57,16,0.47,0.2,0.094,0.46,0.2,0.092,0.93,5,0.2,1,0.42,0.2,0.084,2,0.2,0.4,0,0.2,0,2,1.67,0.4,0.5,0.334,0
55.57,16,0,0.2,0,0,0.2,0,0,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.404,0.4,0.5,0.2808,0
55.57,16,1.19,0.4,0.476,0,0.2,0,1.19,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.876,0.4,0.5,0.3752,0
55.57,16,0,0.2,0,1.29,0.4,0.516,1.29,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,1.916,0.4,0.5,0.3832,0
55.57,16,0.7,0.2,0.14,0.79,0.2,0.158,1.49,5.5,0.4,2.2,1.91,0.2,0.382,2,0.2,0.4,0,0.2,0,2.4,3.28,0.4,0.5,0.656,0
55.57,22,0.83,0.2,0.166,0,0.2,0,0.83,5,0.2,1,0.14,0.2,0.028,2,0.2,0.4,0,0.2,0,2,1.594,0.4,0.5,0.3188,0
55.57,16,0.74,0.2,0.148,0,0.2,0,0.74,5,0.2,1,2.4,0.2,0.48,2,0.2,0.4,0,0.2,0,2,2.028,0.4,0.5,0.4056,0
55.57,16,0.2,0.2,0.04,0,0.2,0,0.2,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.44,0.4,0.5,0.288,0
55.57,15,1.4,0.4,0.56,0.06,0.2,0.012,1.46,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.972,0.4,0.5,0.3944,0
55.57,15,0.4,0.2,0.08,0.0025,0.2,0.0005,0.4025,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4805,0.4,0.5,0.2961,0
55.57,15,0.85,0.2,0.17,1,0.4,0.4,1.85,5,0.2,1,0.4,0.2,0.08,2,0.2,0.4,0,0.2,0,2.6,2.05,0.4,0.5,0.41,0
55.57,15,0,0.2,0,0.88,0.2,0.176,0.88,5,0.2,1,0.07,0.2,0.014,2,0.2,0.4,0,0.2,0,2,1.59,0.4,0.5,0.318,0
55.57,15,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,15,1.12,0.4,0.448,0,0.2,0,1.12,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.848,0.4,0.5,0.3696,0
55.57,15,1.28,0.4,0.512,0,0.2,0,1.28,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.912,0.4,0.5,0.3824,0
55.57,15,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,13,0,0.2,0,1.16,0.4,0.464,1.16,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,1.864,0.4,0.5,0.3728,0
55.57,13,0.1,0.2,0.02,0,0.2,0,0.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.42,0.4,0.5,0.284,0
55.57,13,1.06,0.4,0.424,1.6,0.4,0.64,2.66,5,0.2,1,16.09,0.6,9.654,2,0.2,0.4,0,0.2,0,3.2,12.118,0.4,0.5,2.4236,1
55.57,13,0.25,0.2,0.05,0.0017,0.2,0.00034,0.2517,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.45034,0.4,0.5,0.290068,0
55.57,13,0.31,0.2,0.062,0.0015,0.2,0.0003,0.3115,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4623,0.4,0.5,0.29246,0
55.57,13,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,13,0.84,0.2,0.168,0,0.2,0,0.84,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.568,0.4,0.5,0.3136,0
55.57,13,1.09,0.4,0.436,0,0.2,0,1.09,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.836,0.4,0.5,0.3672,0
55.57,13,1.29,0.4,0.516,0,0.2,0,1.29,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.916,0.4,0.5,0.3832,0
55.57,13,0.51,0.2,0.102,0.37,0.2,0.074,0.88,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.576,0.4,0.5,0.3152,0
55.57,21,0.09,0.2,0.018,0,0.2,0,0.09,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.418,0.4,0.5,0.2836,0
55.57,18,0.39,0.2,0.078,0.91,0.2,0.182,1.3,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.66,0.4,0.5,0.332,0
55.57,21,1.07,0.4,0.428,0,0.2,0,1.07,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.828,0.4,0.5,0.3656,0
55.57,25,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,32,0.5,0.2,0.1,2.97,0.6,1.782,3.47,5,0.2,1,0.18,0.2,0.036,2,0.2,0.4,0,0.2,0,3.2,3.318,0.4,0.5,0.6636,0
55.57,22,0.49,0.2,0.098,0.55,0.2,0.11,1.04,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.5,0.3216,0
55.57,14,0.84,0.2,0.168,0.65,0.2,0.13,1.49,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.698,0.4,0.5,0.3396,0
55.57,12,0.9,0.2,0.18,1.11,0.4,0.444,2.01,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,2.024,0.4,0.5,0.4048,0
55.57,12,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
55.57,14,0.59,0.2,0.118,0,0.2,0,0.59,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.518,0.4,0.5,0.3036,0
