Date,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
29/02/2004,4.4,13.2,7,17,17.4,0.45,251.98,11.8
01/03/2004,0,4.6,0,0.4,7.6,1.6,251.99,8.9
02/03/2004,0,0,0,0,0,1.55,251.95,8.6
03/03/2004,0,0,0,0,0,2.7,251.9,7.1
04/03/2004,0,0,0,0,0,7.2,251.91,6.1
05/03/2004,0,0,0,0,0,8.7,251.91,6.2
06/03/2004,11.4,13.8,9.2,16.2,20.8,7.75,251.91,6.3
07/03/2004,5.6,7.4,6.6,6.8,11.2,3.35,252,7.7
08/03/2004,0.2,1.8,0.6,0.2,0.4,1.35,251.98,7.9
09/03/2004,0,0,0,0,0,2.85,251.96,7
10/03/2004,1,4.4,1.6,2.2,2.2,5.05,251.94,6.4
11/03/2004,7.2,14.4,7.6,7.8,8.6,6.05,251.93,6.7
12/03/2004,0,0,0,0.2,0,4.3,251.95,7.1
13/03/2004,0,0,0,0,0,7.05,251.94,7.3
14/03/2004,0,0,0,0,0,10.25,251.93,6.9
15/03/2004,0,0,0,0,0,12.5,251.91,6.9
16/03/2004,0,0,0,0,0,14.6,251.88,6.2
17/03/2004,0,0,0,0,0,14.45,251.86,5.6
18/03/2004,0,0,0,0,0,16.45,251.84,5.6
19/03/2004,0,0,0,0,0,14.25,251.84,5.2
20/03/2004,0,0.4,1.2,0.2,0.6,9.6,251.84,4.6
21/03/2004,1,2.2,1.4,1.8,1.2,10.9,251.84,4.6
22/03/2004,0,0.6,0,0,0,11.85,251.83,4.6
23/03/2004,5.6,11,5,7.2,9,10.3,251.84,4.8
24/03/2004,0.2,0.2,0,0,1.2,6.8,251.83,4.8
25/03/2004,1.6,0.4,0.4,1,2.6,6.85,251.8,4.8
26/03/2004,0,0.2,0,0,0.4,6.9,251.78,4.7
27/03/2004,0,0,0,0,0,8,251.77,4.6
28/03/2004,0,0,0,0,0,9.35,251.75,4.6
29/03/2004,0,0,0,0,0,10.45,251.72,0.6
30/03/2004,0,0,0,0,0,11.6,251.73,0.6
31/03/2004,8.2,8,8.2,8.8,10.2,11.2,251.74,0.6
01/04/2004,0,0,0,0,0,9.75,251.75,0.6
02/04/2004,0,0,0,0,0,12.45,251.76,0.6
03/04/2004,0,0,0,0,0,15,251.77,0.6
04/04/2004,0,0,0,0,0,15.95,251.78,0.6
05/04/2004,0,0,0,0,0,14.3,251.8,0.6
06/04/2004,0.2,1,0,0,0,12.4,251.82,0.6
07/04/2004,13.4,12.6,11.2,17,23.6,10.75,251.84,0.6
08/04/2004,0.2,0.4,0,0,0.2,6.5,251.87,0.6
09/04/2004,7.2,7.4,8.4,8.4,10.4,11.6,251.9,0.6
10/04/2004,0.2,0.4,0,0,0.2,8.3,251.93,0.6
11/04/2004,0,0,0,0,0,9.3,251.95,0.6
12/04/2004,0.6,3.6,5.2,1.2,2.4,12.15,251.98,0.6
13/04/2004,0,0.2,0.2,0.2,0.4,7.05,252,0.6
14/04/2004,0,0,0,0,0,9.3,252,0.6
15/04/2004,0.4,3.4,2.4,2.4,1.8,10.65,252,0.6
16/04/2004,14.4,19.4,14.8,19,19.8,11.45,252.01,2.9
17/04/2004,6.2,3.6,6.4,3.2,4.2,12,252.08,7.4
18/04/2004,2.2,4.2,2.2,2.6,5.2,11.8,252.09,9.9
19/04/2004,9.4,10.6,10.4,9.6,12.6,10.95,252.09,9.5
20/04/2004,0.8,0.2,1.2,0.6,0.6,8.9,252.11,10
21/04/2004,0.2,0,0,0,0,13.5,252.11,9.8
22/04/2004,0,0,0,0,0,15.8,252.09,9.3
23/04/2004,0,0,0,0,0,16.9,252.08,7.5
24/04/2004,11.2,13.8,10.8,12.4,14,18.25,252.07,6.8
25/04/2004,0.2,0,0,0,0,15.45,252.07,6.8
26/04/2004,0,0,0,0,0,13.2,252.06,5
27/04/2004,0,0,0,0,0,13.85,252.05,5.2
28/04/2004,0,0,0,0,0,15.05,252.05,5
29/04/2004,0.4,0.2,0.4,0.2,0.6,15,252.05,4.8
30/04/2004,2.6,3.8,4,2.6,3.2,15.7,252.05,4.6
01/05/2004,0,0,0,0,0,13.9,252.05,3.9
02/05/2004,2.8,1.8,4.4,5.2,3.6,14.45,252.04,3.2
03/05/2004,2.4,13.8,2.8,3.4,4.6,14.6,252.04,3
04/05/2004,24.2,46.6,27,33.8,39.8,16.9,252.06,11.8
05/05/2004,19.6,28.4,16.4,29,30.6,12.95,252.23,25.5
06/05/2004,14.2,13,11.4,19,29.6,10.15,252.36,38.5
07/05/2004,8.2,8.8,9.8,7.6,6.6,9.25,252.23,32.2
08/05/2004,11,23.2,17.8,16.4,14,9.1,252.18,27.2
09/05/2004,0,1.4,0.4,0.8,0.6,9.85,252.12,21.4
10/05/2004,0,0,0,0,0,11.05,252.06,10.9
11/05/2004,0,0,0,0,0.2,12.1,252.08,7
12/05/2004,1.4,2.4,1.2,1.6,1.4,15.35,252.08,9.1
13/05/2004,0,0.4,0,0,0,14.3,252.08,9.1
14/05/2004,0,0,0,0,0,14.2,252.08,8
15/05/2004,0,0,0,0,0,16.2,252.08,8
16/05/2004,0,0,0,0,0,15.35,252.07,7.8
17/05/2004,0,0,0,0,0,17.45,252.06,6.9
18/05/2004,0,0,0,0,0,16.15,252.06,6.1
19/05/2004,0,0,0,0,0,17.2,252.05,5.7
20/05/2004,0,0,0,0,0,16.7,252.05,4.8
21/05/2004,0,0,0,0,0,16.75,252.04,4.8
22/05/2004,0,0,0,0,0,16.15,252.04,4.5
23/05/2004,0,0,0,0,0,16.65,252.04,4.1
24/05/2004,0,0,0,0,0,15.75,252.03,3.3
25/05/2004,0,0,0,0,0,15.1,252.03,3.3
26/05/2004,0,0,0,0,0,16.45,252.03,3.3
27/05/2004,0,0,0,0,0,17.2,252.03,3.3
28/05/2004,0.2,0,0.2,0.4,0,15.8,252.03,3.3
29/05/2004,0,0,0,0,0,17.05,252.02,2.5
30/05/2004,0,0,0,0,0,16.5,252.02,2
31/05/2004,9.4,7,5.8,8.6,11.2,14.45,252.02,2
01/06/2004,7.8,7.2,5.8,7.4,11.6,17.75,252.02,2
02/06/2004,1.2,7.2,2.6,2.6,0,16.1,252.02,2
03/06/2004,5.6,7,7.2,4.8,6.8,17.85,252.02,2
04/06/2004,0.2,0,0,0,0,19,252.02,2
05/06/2004,8,0,2.6,0.4,0.2,18.7,252.02,2
06/06/2004,8,4.2,4.2,6.2,7.4,18.2,252.02,2
07/06/2004,0,0,0,0,0,16.75,252.02,2.3
08/06/2004,0,0,0,0,0,19.85,252.01,1.7
09/06/2004,0,0,0,0,0,21.65,252.01,1.7
10/06/2004,0,0,0,0,0,23.3,252.01,1.6
11/06/2004,0,0,0,0,0,22.05,252.01,1.4
12/06/2004,0,0,0,0,0,21.5,252,0.8
13/06/2004,0,1.2,0.2,0.4,0,20,252,0.8
14/06/2004,0,0.2,0.2,0.2,0,16.8,251.99,0.6
15/06/2004,0,1.2,2,0,0,18.35,251.99,0.6
16/06/2004,0,0,0,0,0,20.05,251.98,0.6
17/06/2004,0,0,0,0,0,19.55,251.98,0.6
18/06/2004,0,0,0,0,0,19.95,251.97,0.6
19/06/2004,0,0,0,0,0,21.2,251.96,0.6
20/06/2004,0.2,1.6,2.4,0.8,0.4,21.75,251.96,0.6
21/06/2004,0,0,0,0,0,18.65,251.95,0.6
22/06/2004,0,0,0,0,0,17.3,251.94,0.6
23/06/2004,0,0,0,0,0,19.2,251.93,0.6
24/06/2004,0,0,0,0,0,20.75,251.92,0.6
25/06/2004,0,0,0,0,0,20.4,251.91,0.6
26/06/2004,0,0,0,0,0,20.4,251.9,0.6
27/06/2004,0,0,0,0,0,22.65,251.89,0.6
28/06/2004,0,0,0,0,0,24.45,251.88,0.6
29/06/2004,0,0,0,0,0,24.1,251.87,0.6
30/06/2004,0,0,0,0,0,24.7,251.86,0.6
01/07/2004,0,0,0,0,0,24.45,251.85,0.6
02/07/2004,0,0,0,0,0,23.5,251.84,0.6
03/07/2004,0,0,0,0,0,21.15,251.83,0.6
04/07/2004,0,0,0,0,0,21.65,251.81,0.6
05/07/2004,0,0,0,0,0,21.95,251.8,0.6
06/07/2004,0,0,0,0,0,23,251.78,1
07/07/2004,0,0,0,0,0,24.65,251.75,1
08/07/2004,0,0,0,0,0,25.2,251.73,1
09/07/2004,0,0,0,0,0,25.9,251.7,1.5
10/07/2004,0,0,0,0,0,20,251.67,1.5
11/07/2004,0,0,0,0,0,19,251.64,1.5
12/07/2004,0,0,0,0,0,18.55,251.61,2
13/07/2004,0,0.2,0,0,0,15.75,251.57,2
14/07/2004,0,0,0,0,0,21.15,251.54,2
15/07/2004,0,0,0,0,0,20.9,251.5,2
16/07/2004,0,0,0,0,0,20.85,251.46,2
17/07/2004,0,0,0,0,0,22.35,251.41,2
18/07/2004,0,0,0,0,0,23.65,251.37,2
19/07/2004,0,0,0,0,0,24.25,251.34,2.5
20/07/2004,0,0,0,0,0,25.2,251.3,2.5
21/07/2004,0,0,0,0,0,25.25,251.25,2.5
22/07/2004,0,0,0,0,0,26.05,251.2,2.5
23/07/2004,0,0,0,0,0,26.9,251.16,2.5
24/07/2004,0,0,0,0,0,26.1,251.11,2.5
25/07/2004,13.6,12,21,9.2,10.2,23.6,251.07,2.5
26/07/2004,0,0,0,0,0,22.8,251.03,2.5
27/07/2004,0,0.2,0,0,0,23.75,250.98,2.5
28/07/2004,0,0,0,0,0,21.5,250.93,2.5
29/07/2004,0,0,0,0,0,21.1,250.88,2.5
30/07/2004,0,0,0,0,0,22.6,250.84,3
31/07/2004,0,0,0,0,0,24.15,250.77,3
01/08/2004,0,0,0,0,0,24.7,250.71,3
02/08/2004,0,0,0,0,0,25.75,250.67,3
03/08/2004,0,0,0,0,0,24.25,250.61,3
04/08/2004,9.6,16,1.6,7,15.8,24.4,250.55,3
05/08/2004,3.4,2.6,2,5.2,9.6,23.3,250.5,3
06/08/2004,7.6,5.6,6.6,4.4,2.2,22.5,250.45,2.5
07/08/2004,0,0.2,0,0,0,22.7,250.4,2.5
08/08/2004,0.8,1,1.2,1,1,23.65,250.34,2.5
09/08/2004,0,0,0,0,0,22.55,250.3,2.5
10/08/2004,0,0,0,0,0,23.9,250.26,2.5
11/08/2004,0,0,0,0,0,26.2,250.22,2.5
12/08/2004,0,0,0,0,0,25.65,250.16,2.5
13/08/2004,0.2,2.6,0,0,0,25.15,250.11,2.5
14/08/2004,0,0,0,0,0,22.95,250.06,2.5
15/08/2004,0,0,0,0,0,23.4,250.01,2.5
16/08/2004,0,0,0,0,0,23.5,249.96,3
17/08/2004,0,0,0,0,0,24.15,249.91,3
18/08/2004,0,0,0,0,0,25,249.86,3
19/08/2004,0,0,0,0,0,25.75,249.8,3
20/08/2004,0,0,0,0,0,26.2,249.74,3
21/08/2004,0.4,0.8,0.6,0.6,2,23.7,249.68,3
22/08/2004,0,0,0,0,0,19.2,249.62,3.5
23/08/2004,0,0,0,0,0,21.85,249.55,3.5
24/08/2004,0,0,0,0,0,22.25,249.49,3.5
25/08/2004,0,0,0,0,0,23.7,249.42,3.5
26/08/2004,0,0,0.4,2.2,1,22.85,249.35,3.5
27/08/2004,0,0.4,0,0,0,18.85,249.28,3.5
28/08/2004,0,0,0,0,0,20.75,249.21,3.5
29/08/2004,0,0,0,0,0,21.75,249.14,3.5
30/08/2004,0,0,0,0,0,21.8,249.07,3.5
31/08/2004,0,0,0,0,0,21.35,249,3.2
01/09/2004,0,0,0,0,0,20.75,248.94,3.2
02/09/2004,0,0,0,0,0,22.35,248.88,3.2
03/09/2004,0,0,0,0,0,23.45,248.81,3.5
04/09/2004,0,0,0,0,0,24.6,248.74,3.5
05/09/2004,0,0,0,0,0,27,248.67,3.5
06/09/2004,0,0,0,0,0,23.65,248.6,3.5
07/09/2004,0,0,0,0,0,21.7,248.53,3.5
08/09/2004,0,0,0,0,0,21.7,248.46,3.5
09/09/2004,0,0,0,0,0,21.85,248.39,3.5
10/09/2004,0,0,0,0,0,23.4,248.32,3.5
11/09/2004,0,0,0,0,0,20.8,248.25,3.5
12/09/2004,0,1.6,0.2,0.2,0,21.8,248.18,3.5
13/09/2004,0,0,0,0,0,19.85,248.11,3.5
14/09/2004,24,20.2,37.2,32.8,38.2,21.65,248.04,3.5
15/09/2004,0,0.2,0,0,0.2,21.2,248.04,2.5
16/09/2004,5.4,5.2,3.8,6,7.2,18.7,247.99,2.5
17/09/2004,0,0,0,0,0,17.1,247.97,1.5
18/09/2004,0,0,0,0,0,17.25,247.93,1.5
19/09/2004,0,0,0,0,0,18.2,247.89,1.5
20/09/2004,0,0,0,0,0,20.3,247.86,3.5
21/09/2004,0.2,0,0.2,0,0,20.6,247.8,3.5
22/09/2004,0,0,0,0,0,19.35,247.74,3
23/09/2004,0,0,0,0,0,20.55,247.68,3
24/09/2004,21.6,23.4,22.2,29,20,20,247.62,3
25/09/2004,0.2,0,0,0,0,15.35,247.6,2
26/09/2004,0,0,0.2,0,0,15,247.55,2.5
27/09/2004,0,0,0,0,0,15.75,247.5,2.5
28/09/2004,0,0,0,0,0,14.5,247.44,2.5
29/09/2004,0,0,0,0,0,16.1,247.39,3
30/09/2004,0,0,0,0,0,16.9,247.32,3
01/10/2004,2.4,0.8,3.2,2,4.8,17.3,247.28,3
02/10/2004,0,0,0,0,0,18,247.22,3
03/10/2004,0,0.6,0,0.2,0,18,247.16,3
04/10/2004,0.2,0.4,0.2,0,0.2,17.05,247.09,3
05/10/2004,0,0,0,0,0,18.35,247.03,3
06/10/2004,0.2,0,0,0,0,18.75,246.98,3
07/10/2004,0,0,0,0,0,19.05,246.91,3
08/10/2004,0,0,0,0,0,18.4,246.88,1
09/10/2004,0,0,0,0,0,19.35,246.83,3
10/10/2004,13.6,13.8,3.4,11.6,17.8,20.8,246.77,3
11/10/2004,4.2,7.2,2.8,2.6,3.8,16.65,246.72,1.5
12/10/2004,0,1,0.4,2.2,0.6,14.15,246.69,1.5
13/10/2004,0,0,0,0,0,11.6,246.66,1.5
14/10/2004,11.2,28.8,2.4,14,14.6,11.55,246.63,1.5
15/10/2004,8.6,8.8,4.8,13.4,14.4,13.3,246.63,1.5
16/10/2004,18.2,29.6,7,23,18,13.65,246.61,1
17/10/2004,5.2,7.6,4.8,13,4.2,12.6,246.65,1
18/10/2004,0,0.2,0.4,0.2,0,13.65,246.66,0.6
19/10/2004,0,11.6,1.4,0.2,0.2,13.55,246.65,0.6
20/10/2004,0.6,4.2,0.6,0.4,0,15.3,246.65,0.6
21/10/2004,0.2,3.6,0.8,0.2,0.2,18.2,246.65,0.6
22/10/2004,0,0,0,0.2,0,18.6,246.64,0.6
23/10/2004,0,0,0.2,0,0,17.95,246.64,0.6
24/10/2004,0,0.2,0,0,0,17.8,246.63,0.6
25/10/2004,0.4,0.4,0.4,0.2,0.2,16.3,246.61,0.6
26/10/2004,2,7.4,1,1,3,13.8,246.6,0.6
27/10/2004,1,2.6,2.4,0.6,1.4,16.1,246.59,0.6
28/10/2004,1.4,6,0.8,4,3.8,13.8,246.58,0.6
29/10/2004,23.8,22.2,7.6,27.6,29.4,14.85,246.59,0.6
30/10/2004,2.2,1.8,1.6,1.4,2,15.75,246.65,0.6
31/10/2004,22.2,46.2,5.8,28.4,21.4,16,246.75,0.6
01/11/2004,7,5,2.8,16.4,21.4,16.75,246.86,0.6
02/11/2004,0.2,0,0,0,0,17.35,247.01,0.6
03/11/2004,0.2,0,0,0,0,18.3,247.03,0.6
04/11/2004,0.2,0,0.8,0.2,0,17.75,247.04,0.6
05/11/2004,0.2,0,0,0,0,18.2,247.04,0.6
06/11/2004,0.2,2.4,0.8,0.2,0.8,17,247.04,0.6
07/11/2004,2.6,0.8,3.4,2.6,1.2,13.8,247.03,0.6
08/11/2004,0,0.2,0.6,0.2,0.2,10.15,247.02,0.6
09/11/2004,20.4,21.2,15.6,21.4,17,4.45,247.01,0.6
10/11/2004,10,11.8,9.4,10,17,4.15,247.05,0.6
11/11/2004,13.6,16,9.2,16.4,15.8,4.65,247.14,0.6
12/11/2004,0.4,0.6,0.4,0.8,1.2,8.45,247.25,0.6
13/11/2004,0,0.6,1.6,0,0,11.65,247.3,0.6
14/11/2004,2,5.8,6.4,2.2,0.4,11.55,247.32,0.6
15/11/2004,0,0,0,0,0,5.9,247.33,0.6
16/11/2004,0,0,0,0,0,8.3,247.34,0.6
17/11/2004,0.2,0,0,0,0,9.45,247.34,0.6
18/11/2004,0,0,0,0,0,9.75,247.34,0.6
19/11/2004,0,0,0,0.4,0.4,10.15,247.34,0.6
20/11/2004,0,0,0,0,0,8.9,247.32,0.6
21/11/2004,0,0,0,0,0,4.55,247.31,0.6
22/11/2004,0.8,0.4,0.8,0.8,1.2,5.2,247.31,0.6
23/11/2004,0,0.4,0,0.4,0.2,4.45,247.31,0.6
24/11/2004,0.2,0.2,0.4,0.2,0.2,7.95,247.31,0.6
25/11/2004,0.4,0,0,0,0,8.4,247.3,0.6
26/11/2004,2,1.2,1.8,1.8,3.6,9,247.3,0.6
27/11/2004,7,4.8,6.2,8.4,10.6,8.75,247.3,0.6
28/11/2004,0.2,0.4,0.2,0,0.4,7.1,247.3,0.6
29/11/2004,4.6,5.4,1.6,2.8,2.8,5.9,247.3,0.6
30/11/2004,16,24.8,17.6,14,16.6,10.2,247.33,0.6
01/12/2004,18.6,21.2,15.6,20.4,17.8,7.9,247.38,0.6
02/12/2004,1.2,12.6,2,1.6,0.8,7.8,247.55,0.6
03/12/2004,14.6,16.2,14.2,14.4,17.4,11.15,247.74,0.6
04/12/2004,31.6,44.4,24.2,34.6,35.8,11.1,247.88,0.6
05/12/2004,14.2,12.4,10.8,12.4,12.8,8.85,248.34,0.6
06/12/2004,1.6,4.2,1.4,0.8,1.8,8.9,248.59,0.6
07/12/2004,0.2,0,0,0,0.2,12.15,248.71,0.6
08/12/2004,1.6,2.6,0.6,2.4,3.2,11.7,248.78,0.6
09/12/2004,0.2,0.2,0,0,0.2,11.3,248.83,0.6
10/12/2004,0,0,0,0,0,9.6,248.85,0.6
11/12/2004,0,0,0,0,0,11.05,248.87,0.6
12/12/2004,0,0,0,0,0,11.35,248.89,0.6
13/12/2004,0.2,0,0,0,0,9.7,248.89,0.6
14/12/2004,0.2,0,0,0,0,9.05,248.9,0.6
15/12/2004,0.4,0,0.2,0,0,7.1,248.91,0.6
16/12/2004,2.8,3.8,3.8,2.8,2.4,5.05,248.92,0.6
17/12/2004,4.2,3.6,4.8,3.6,7.8,5.95,248.95,0.6
18/12/2004,0,0.2,0.2,0.2,0.2,8.1,248.95,0.6
19/12/2004,1.4,2,0.8,1.8,2.4,5.25,248.95,0.6
20/12/2004,0,0.8,1.2,0,0,2.9,248.95,0.6
21/12/2004,0,0,0,0,0,4.1,248.96,0.6
22/12/2004,0,0,0,0,0,2.75,248.96,0.6
23/12/2004,0,0,0,0,0,1.2,248.96,0.6
24/12/2004,0,0,0,0,0,2.25,248.96,0.6
25/12/2004,4.6,9,4.8,9.2,5.2,6.3,248.96,0.6
26/12/2004,22.8,39.2,20.8,29.4,25.6,8.15,249.04,0.6
27/12/2004,6.6,15.6,6.2,13,9.4,7.95,249.29,0.6
28/12/2004,4,5.4,3.8,5.6,8.6,7.6,249.52,0.6
29/12/2004,1,4.4,4.6,1.2,1,6.15,249.68,0.6
30/12/2004,0,0,0,0,0,6.05,249.75,0.6
31/12/2004,0,0,0,0,0,5.45,249.8,0.6
01/01/2005,0,0,0,0,0,6.2,249.84,0.6
02/01/2005,0,0,0,0,0,6.3,249.88,0.6
03/01/2005,0.2,0,0,0,0,4.4,249.9,0.6
04/01/2005,0,0,0,0,0,5.05,249.91,0.6
05/01/2005,0,0,0,0,0,4.8,249.93,0.6
06/01/2005,0,0,0,0,0,8.9,249.95,0.6
07/01/2005,0.4,0.2,0.4,0.2,0.2,6.35,249.96,0.6
08/01/2005,0,0,0,0,0,4.75,249.97,0.6
09/01/2005,0,0,0,0,0,8.05,249.98,0.6
10/01/2005,0,0.2,0.2,0,0.2,9.6,249.99,0.6
11/01/2005,0,0,0,0,0,8.7,250,0.6
12/01/2005,0,0,0,0,0,6.75,250,0.6
13/01/2005,0,0,0,0,0,7.05,250,0.6
14/01/2005,0.4,0.2,0.4,0.2,0.4,4.7,250,0.6
15/01/2005,0.2,0,0.2,0,0.2,2,250,0.6
16/01/2005,0,0,0,0,0,4.65,250,0.6
17/01/2005,0.2,0,0,0,0,2.65,250,0.6
18/01/2005,24.6,33.2,19.6,34,35.2,5.15,250,0.6
19/01/2005,8.4,11.8,23.6,7,3.8,3.15,250.24,0.6
20/01/2005,0,0,0,0,0,3.35,250.38,0.6
21/01/2005,0,0,0,0,0,6.4,250.46,0.6
22/01/2005,0.2,0,0.2,0,0.2,7.15,250.5,0.6
23/01/2005,0.6,0.2,0.2,0.4,0,5.3,250.52,0.6
24/01/2005,0,0,0,0,0.2,2.75,250.55,0.6
25/01/2005,0.2,0,0.2,0,0,2.75,250.57,0.6
26/01/2005,0,0,0,0,0,0.15,250.59,0.6
27/01/2005,0,0,0.4,0,0,-0.2,250.6,0.6
28/01/2005,0,0,0,0,0,0.9,250.62,0.6
29/01/2005,0,0,0,0,0,-2.25,250.62,0.6
30/01/2005,0,0,0,0,0,-1.7,250.62,0.6
31/01/2005,0,0,0,0,0,1.1,250.62,0.6
01/02/2005,0,0,0,0,0,4.55,250.63,0.6
02/02/2005,0,0,0,0,0,5.2,250.64,0.6
03/02/2005,0,0,0,0,0,4,250.64,0.6
04/02/2005,0,0,0,0,0,5.55,250.64,0.6
05/02/2005,0,0,0,0,0,4.5,250.64,0.6
06/02/2005,0,0,0,0,0,2.45,250.65,0.6
07/02/2005,0,0,0,0,0,2.35,250.65,0.6
08/02/2005,0,0,0,0,0,3.7,250.66,0.6
09/02/2005,0,0,0,0,0,4.55,250.66,0.6
10/02/2005,0,0,0,0,0,4.95,250.66,0.6
11/02/2005,0,0,0,0,0,5.9,250.66,0.6
12/02/2005,0,0,0.2,0,0,4.95,250.66,0.6
13/02/2005,2.2,1.6,3.6,1.4,2.2,6.3,250.66,0.6
14/02/2005,0.2,0,0,0,0,8.05,250.66,0.6
15/02/2005,0,0,0,0,0,5.15,250.66,0.6
16/02/2005,0,0,0,0,0,4.35,250.66,0.6
17/02/2005,0,0,0,0,0,3.15,250.66,0.6
18/02/2005,0,0,0,0,0,3,250.66,0.6
19/02/2005,0,0,0,0,0,2.8,250.66,0.6
20/02/2005,2,0.4,0.6,2.4,2.4,3.75,250.66,0.6
21/02/2005,5.4,5.2,3.8,6.8,10.6,2.1,250.66,0.6
22/02/2005,13.4,2.6,9.4,8.6,6.6,1,250.67,0.6
23/02/2005,4.8,2,1,5.2,3,1.55,250.67,0.6
24/02/2005,10.8,5,0,10,6.2,0.6,250.68,0.6
25/02/2005,0.2,8.6,0,0.4,20.8,1.8,250.69,0.6
26/02/2005,0,0,0,0,0,3.55,250.7,0.6
27/02/2005,0,0,0,0,0,1.7,250.71,0.6
28/02/2005,0,0,0,0,0,1.6,250.72,0.6
01/03/2005,0,0,0,0,0,-2,250.72,0.6
02/03/2005,0,0,0,0,0,-2.9,250.72,0.6
03/03/2005,1.2,0,4.6,0.8,0,1.7,250.72,0.6
04/03/2005,20.2,23.6,20.4,18,23,-0.05,250.74,0.6
05/03/2005,1.8,5,0,10.4,4.6,2.9,250.74,0.6
06/03/2005,0,0,0,0,0,4.05,250.76,0.6
07/03/2005,0,0.2,1.8,0,0,3.65,250.78,0.6
08/03/2005,0,0,0,0,0,1,250.79,0.6
09/03/2005,0,0,0,0,0,4.65,250.81,0.6
10/03/2005,0.2,0,0,0,0.2,6.1,250.84,0.6
11/03/2005,0,0,0.2,0.2,0.4,6.8,250.89,0.6
12/03/2005,1.8,2,1.4,2,1.4,7.65,250.94,0.6
13/03/2005,10,14.8,14.6,15,15.4,8.35,251.08,0.6
14/03/2005,0,0.2,0,0,0.2,7.85,251.26,0.6
15/03/2005,0,0,0,0,0,9.8,251.34,0.6
16/03/2005,0,0,0,0,0,11.85,251.4,0.6
17/03/2005,0,0,0,0,0,14.35,251.45,0.6
18/03/2005,0,0,0,0,0,12.35,251.48,0.6
19/03/2005,0,0.2,0,0,0,11.4,251.52,0.6
20/03/2005,0,0.2,0,0,0,8.25,251.55,0.6
21/03/2005,0,0,0,0,0,11,251.57,0.6
22/03/2005,0.6,1.8,0,0.8,0.2,11.7,251.58,0.6
23/03/2005,0.4,0.6,0,0.4,0,13.45,251.6,0.6
24/03/2005,3.8,8.2,5,9.4,4.8,13.5,251.61,0.6
25/03/2005,6.8,5.6,7.6,6.4,6,13.9,251.67,0.6
26/03/2005,0,1.2,0.6,0.2,0.2,13.15,251.71,0.6
27/03/2005,41.4,21.8,38.2,49.8,48.4,14.05,251.75,6
28/03/2005,0,0,0,0,0,11.1,252.16,15
29/03/2005,0.6,0,0,0,0.8,13.6,252.14,15.5
30/03/2005,0.2,0,0,0,0,11.1,252.11,12.7
31/03/2005,0,0,0,0,0,13.85,252.09,10.5
01/04/2005,0,0,0,0,0,12.45,252.07,9.5
02/04/2005,0,0,0,0,0,10.5,252.07,8.5
03/04/2005,0,0,0,0,0,10.25,252.06,7.5
04/04/2005,0,0,0,0,0,11.65,252.05,6.5
05/04/2005,0,0,0,0,0,12.95,252.05,5.5
06/04/2005,0,0,0,0,0,13.1,252.05,5.6
07/04/2005,0,0,0,0,0,13,252.05,5.5
08/04/2005,6.2,10.2,7.8,7,4.2,12.55,252.04,5.5
09/04/2005,4.4,2.4,2.2,1.2,2.4,11.75,252.06,6.1
10/04/2005,5.2,26,37.2,6,4.4,10.5,252.07,9.9
11/04/2005,2.4,10.2,21.4,0.4,0.2,7.85,252.16,16.3
12/04/2005,0,0,0,0,0,7.65,252.16,17
13/04/2005,0,0,0,0,0,9.75,252.13,13.1
14/04/2005,0,0,0,0,0,11.75,252.09,11.6
15/04/2005,0,0,0,0,0,12.05,252.08,8.9
16/04/2005,15,18,13,20.2,19,12.9,252.07,10.1
17/04/2005,1,6,2.4,1.2,2.2,7.3,252.1,11.9
18/04/2005,0,0.2,0.2,0,0.2,8.3,252.1,11.7
19/04/2005,3.4,7.2,2,3.6,5,10.25,252.09,10
20/04/2005,18.8,48.6,35.4,35.6,28.6,11.25,252.2,18
21/04/2005,4,1.8,2.6,4.6,8,8.85,252.25,26.2
22/04/2005,0.2,0,0,0,0,11.85,252.18,19.7
23/04/2005,0,0,0,0,0,11.45,252.12,15.3
24/04/2005,1.8,1.6,3,0.8,1,13,252.1,12
25/04/2005,2,7.2,2.4,3.6,2.2,13.4,252.09,10.7
26/04/2005,0,0,0,0,0,14,252.08,9.8
27/04/2005,0,0,0,0,0,13.45,252.08,9.1
28/04/2005,0,0,0,0,0,15.65,252.07,8.4
29/04/2005,0,0,0,0,0,17.85,252.06,7.4
30/04/2005,0,0,0,0,0,18.8,252.06,6.9
01/05/2005,0,0,0,0,0,20,252.05,6.5
02/05/2005,0,0,0,0,0,18.5,252.04,5.3
03/05/2005,0,0,0,0,0,19.3,252.04,4.5
04/05/2005,0,0,0,0,0,17.5,252.04,4.4
05/05/2005,0,0,0,0,0,17.05,252.04,4.5
06/05/2005,0,0,0,0,0,15.85,252.04,4.4
07/05/2005,0,0,0,0,0,16.2,252.04,3.8
08/05/2005,0,0,0,0,0,16.6,252.03,3.7
09/05/2005,0,0,0,0,0,16.05,252.03,3
10/05/2005,1.8,1,1.6,1,1.6,13.5,252.03,3
11/05/2005,4.6,5.2,6.6,4,5.8,14.35,252.04,3.6
12/05/2005,0,0,0,0,0,14.3,252.03,3
13/05/2005,0,0.2,0,0,0,16.45,252.03,3
