date,l_ipn,r_asn,f
2006-07-05,4,22855,28
2006-07-05,4,27715,10
2006-07-05,4,31976,83
2006-07-05,4,33651,283
2006-07-05,5,4,1
2006-07-05,5,286,6
2006-07-05,5,553,6
2006-07-05,5,2152,2
2006-07-05,5,3356,1
2006-07-05,5,3561,1
2006-07-05,5,4538,77
2006-07-05,5,4766,2
2006-07-05,5,4837,15
2006-07-05,5,8070,3
2006-07-05,5,8075,6
2006-07-05,5,10292,4
2006-07-05,5,13749,2
2006-07-05,5,13867,2
2006-07-05,5,27715,1
2006-07-05,6,286,2
2006-07-05,6,553,2
2006-07-05,6,4134,2
2006-07-05,6,4538,78
2006-07-05,6,4766,2
2006-07-05,6,4808,1
2006-07-05,6,4837,17
2006-07-05,6,9808,1
2006-07-05,6,10292,2
2006-07-05,6,13749,2
2006-07-05,6,18118,2
2006-07-05,6,27715,2
2006-07-05,7,3,1
2006-07-05,7,109,5
2006-07-05,7,286,2
2006-07-05,7,1239,10
2006-07-05,7,2152,5
2006-07-05,7,3356,1
2006-07-05,7,3701,3
2006-07-05,7,6408,39
2006-07-05,7,8070,3
2006-07-05,7,8560,1
2006-07-05,7,9156,2
2006-07-05,7,10292,5
2006-07-05,7,10565,2
2006-07-05,7,12222,1
2006-07-05,7,14992,3
2006-07-05,7,15169,38
2006-07-05,7,18924,48
2006-07-05,7,19306,25
2006-07-05,7,21844,11
2006-07-05,7,26711,3
2006-07-05,8,3,5
2006-07-05,8,14,5
2006-07-05,8,71,1
2006-07-05,8,109,5
2006-07-05,8,137,3
2006-07-05,8,209,6
2006-07-05,8,225,6
2006-07-05,8,577,10
2006-07-05,8,701,2
2006-07-05,8,1668,6
2006-07-05,8,1712,28
2006-07-05,8,1715,3
2006-07-05,8,2152,6
2006-07-05,8,2200,7
2006-07-05,8,2514,3
2006-07-05,8,2611,2
2006-07-05,8,2846,3
2006-07-05,8,3356,3
2006-07-05,8,3561,2
2006-07-05,8,3598,3
2006-07-05,8,3701,4
2006-07-05,8,4682,1
2006-07-05,8,4725,28
2006-07-05,8,4766,4409
2006-07-05,8,5662,10
2006-07-05,8,6459,55
2006-07-05,8,6510,5
2006-07-05,8,7859,3
2006-07-05,8,8001,3
2006-07-05,8,8070,2
2006-07-05,8,8075,2
2006-07-05,8,9457,1
2006-07-05,8,9800,2291
2006-07-05,8,10292,1
2006-07-05,8,11078,7
2006-07-05,8,11486,50
2006-07-05,8,13749,1
2006-07-05,8,15169,395
2006-07-05,8,15598,1
2006-07-05,8,21844,2
2006-07-05,8,26101,30
2006-07-05,8,26228,4
2006-07-05,8,29720,6
2006-07-05,8,30217,25
2006-07-05,8,30315,11
2006-07-05,9,102,97
2006-07-05,9,174,4
2006-07-05,9,209,19
2006-07-05,9,237,2
2006-07-05,9,559,15
2006-07-05,9,1668,286
2006-07-05,9,2013,63
2006-07-05,9,2152,194
2006-07-05,9,2714,8
2006-07-05,9,2828,1
2006-07-05,9,2914,44
2006-07-05,9,3356,8
2006-07-05,9,3561,40
2006-07-05,9,3701,2
2006-07-05,9,4182,42
2006-07-05,9,4323,19
2006-07-05,9,4436,3
2006-07-05,9,6307,12
2006-07-05,9,6318,33
2006-07-05,9,6432,16
2006-07-05,9,6453,8
2006-07-05,9,6939,3
2006-07-05,9,7132,7
2006-07-05,9,7342,3
2006-07-05,9,7743,14
2006-07-05,9,7912,3
2006-07-05,9,8002,1
2006-07-05,9,8070,3
2006-07-05,9,8075,5
2006-07-05,9,8182,17
2006-07-05,9,10316,4
2006-07-05,9,10565,1
2006-07-05,9,10763,1
2006-07-05,9,10794,10
2006-07-05,9,11486,5
2006-07-05,9,11734,2
2006-07-05,9,11944,225
2006-07-05,9,12111,25
2006-07-05,9,12168,4
2006-07-05,9,12179,18
2006-07-05,9,12182,117
2006-07-05,9,13756,8
2006-07-05,9,14297,2
2006-07-05,9,14744,3
2006-07-05,9,14745,1
2006-07-05,9,14835,3
2006-07-05,9,15104,58
2006-07-05,9,15169,112
2006-07-05,9,15270,9
2006-07-05,9,15496,19
2006-07-05,9,17020,211
2006-07-05,9,17225,1
2006-07-05,9,17392,4
2006-07-05,9,19024,1
2006-07-05,9,20021,4
2006-07-05,9,22373,14
2006-07-05,9,22958,52
2006-07-05,9,25737,8
2006-07-05,9,26914,2
2006-07-05,9,29960,1
2006-07-05,9,30678,5
2006-07-05,9,31883,1
2006-07-05,9,33070,6
2006-07-05,9,33694,1
2006-07-06,0,209,1
2006-07-06,0,701,6
2006-07-06,0,1239,1
2006-07-06,0,2152,1
2006-07-06,0,2514,1
2006-07-06,0,2856,1
2006-07-06,0,3356,2
2006-07-06,0,3462,1
2006-07-06,0,3495,1
2006-07-06,0,3561,40
2006-07-06,0,3671,24
2006-07-06,0,4765,1
2006-07-06,0,4766,1
2006-07-06,0,6342,36
2006-07-06,0,6354,1
2006-07-06,0,6400,1
2006-07-06,0,6432,4
2006-07-06,0,6724,1
2006-07-06,0,6939,1
2006-07-06,0,6993,2
2006-07-06,0,7132,1
2006-07-06,0,7393,1
2006-07-06,0,7552,1
2006-07-06,0,8002,1
2006-07-06,0,8151,1
2006-07-06,0,8400,3
2006-07-06,0,8560,1
2006-07-06,0,9121,1
2006-07-06,0,9394,1
2006-07-06,0,11062,2
2006-07-06,0,11398,1
2006-07-06,0,11819,1
2006-07-06,0,13462,15
2006-07-06,0,13867,1
2006-07-06,0,17228,1
2006-07-06,0,17608,1
2006-07-06,0,17858,1
2006-07-06,0,18229,2
2006-07-06,0,19262,2
2006-07-06,0,20115,1
2006-07-06,0,22291,1
2006-07-06,0,23404,1
2006-07-06,0,23771,1
2006-07-06,0,26085,2
2006-07-06,0,26101,3
2006-07-06,0,26831,1
2006-07-06,0,27364,1
2006-07-06,0,30099,1
2006-07-06,0,33287,6
2006-07-06,0,33657,1
2006-07-06,1,721,2
2006-07-06,1,2200,2
2006-07-06,1,3265,1342
2006-07-06,1,3549,2
2006-07-06,1,3561,10
2006-07-06,1,4134,1
2006-07-06,1,4766,4
2006-07-06,1,4788,2
2006-07-06,1,4837,3
2006-07-06,1,5078,2
2006-07-06,1,5400,1
2006-07-06,1,5617,1
2006-07-06,1,5663,1
2006-07-06,1,6128,8
2006-07-06,1,7132,2
2006-07-06,1,8342,3
2006-07-06,1,8376,3
2006-07-06,1,8400,71
2006-07-06,1,9318,1
2006-07-06,1,9416,2
2006-07-06,1,11062,1
2006-07-06,1,11351,2
2006-07-06,1,11486,3
2006-07-06,1,12297,3
2006-07-06,1,14777,10
2006-07-06,1,14778,10
2006-07-06,1,15169,6
2006-07-06,1,15802,1
2006-07-06,1,17465,4
2006-07-06,1,17506,4
2006-07-06,1,18182,1
2006-07-06,1,18229,3
2006-07-06,1,20773,8
2006-07-06,1,22011,1
2006-07-06,1,25956,2
2006-07-06,1,34104,4
2006-07-06,1,35315,6
2006-07-06,1,36727,2
2006-07-06,1,39386,1
2006-07-06,2,209,26
2006-07-06,2,1312,83
2006-07-06,2,2552,1
2006-07-06,2,3561,18
2006-07-06,2,4323,4
2006-07-06,2,4766,1
2006-07-06,2,5617,11
2006-07-06,2,6106,1
2006-07-06,2,6342,36
2006-07-06,2,6364,3
2006-07-06,2,6478,12
2006-07-06,2,7018,931
2006-07-06,2,7065,1
2006-07-06,2,7132,3
2006-07-06,2,7377,77
2006-07-06,2,9506,22
2006-07-06,2,11414,17
2006-07-06,2,18182,1
2006-07-06,2,19918,351
2006-07-06,2,25767,5
2006-07-06,2,29863,2
2006-07-06,3,4134,1
2006-07-06,3,4766,1
2006-07-06,3,5400,1
2006-07-06,3,6342,2
2006-07-06,3,11062,2
2006-07-06,3,12297,1
2006-07-06,3,17429,1
2006-07-06,3,18229,1
2006-07-06,3,20773,2
2006-07-06,3,25956,5
2006-07-06,3,34104,1
2006-07-06,4,4766,1
2006-07-06,4,7132,15
2006-07-06,4,8400,70
2006-07-06,4,11062,1
2006-07-06,4,14778,2
2006-07-06,4,18229,3
2006-07-06,4,20773,3
2006-07-06,4,22855,28
2006-07-06,4,31976,84
2006-07-06,4,33651,118
2006-07-06,4,35315,2
2006-07-06,5,2152,2
2006-07-06,5,3561,2
2006-07-06,5,4134,1
2006-07-06,5,4766,1
2006-07-06,5,8070,5
2006-07-06,5,8075,5
2006-07-06,5,11062,6
2006-07-06,5,12297,2
2006-07-06,5,13867,2
2006-07-06,5,18229,2
2006-07-06,5,20773,2
2006-07-06,5,25956,2
2006-07-06,5,34104,2
2006-07-06,6,4134,1
2006-07-06,6,4713,1
2006-07-06,6,4766,1
2006-07-06,6,4837,1
2006-07-06,6,8400,1
2006-07-06,6,11062,6
2006-07-06,6,12297,2
2006-07-06,6,18182,2
2006-07-06,6,18229,2
2006-07-06,6,20773,2
2006-07-06,6,25956,2
2006-07-06,6,34104,2
2006-07-06,7,3,2
2006-07-06,7,209,3
2006-07-06,7,1239,14
2006-07-06,7,2152,29
2006-07-06,7,2914,2
2006-07-06,7,3561,13
2006-07-06,7,3701,3
2006-07-06,7,5067,10
2006-07-06,7,6432,9
2006-07-06,7,8070,6
2006-07-06,7,8560,2
2006-07-06,7,9156,11
2006-07-06,7,10565,11
2006-07-06,7,10910,9
2006-07-06,7,11115,83
2006-07-06,7,12182,2
2006-07-06,7,12222,5
2006-07-06,7,15169,78
2006-07-06,7,17210,37
2006-07-06,7,17225,5
2006-07-06,7,17358,4
2006-07-06,7,18924,48
2006-07-06,7,19024,3
2006-07-06,7,19306,10
2006-07-06,7,19535,12
2006-07-06,7,21844,20
2006-07-06,7,22822,1
2006-07-06,7,23504,2
2006-07-06,7,25751,2
2006-07-06,7,32313,5
2006-07-06,7,33419,7
2006-07-06,7,34104,2
2006-07-06,7,36347,25
2006-07-06,7,36561,14
2006-07-06,8,209,3
2006-07-06,8,553,7
2006-07-06,8,559,3
2006-07-06,8,701,20
2006-07-06,8,1668,8
2006-07-06,8,3356,2
2006-07-06,8,3561,6
2006-07-06,8,3701,4
2006-07-06,8,5617,1
2006-07-06,8,5662,27
2006-07-06,8,6453,4
2006-07-06,8,8070,2
2006-07-06,8,9457,1
2006-07-06,8,10763,2
2006-07-06,8,11486,30
2006-07-06,8,12168,2
2006-07-06,8,12222,15
2006-07-06,8,15169,339
2006-07-06,8,16509,13
2006-07-06,8,24587,1
2006-07-06,8,30060,2
2006-07-06,8,30315,2
2006-07-06,8,34104,1
2006-07-06,9,18,4
2006-07-06,9,102,145
2006-07-06,9,209,14
2006-07-06,9,1213,4
2006-07-06,9,2152,130
2006-07-06,9,2637,1
2006-07-06,9,2701,2
2006-07-06,9,3356,9
2006-07-06,9,3561,10
2006-07-06,9,5779,62
2006-07-06,9,6130,2
2006-07-06,9,6432,23
2006-07-06,9,6939,1
2006-07-06,9,7224,9
2006-07-06,9,7324,1
2006-07-06,9,7349,1
2006-07-06,9,7859,4
2006-07-06,9,8070,7
2006-07-06,9,10565,1
2006-07-06,9,10933,3
2006-07-06,9,11266,96
2006-07-06,9,12168,10
2006-07-06,9,12222,7
2006-07-06,9,13593,2
2006-07-06,9,14780,143
2006-07-06,9,15169,801
2006-07-06,9,16509,3
2006-07-06,9,16966,5
2006-07-06,9,17052,1
2006-07-06,9,17225,20
2006-07-06,9,17232,13
2006-07-06,9,23516,1
2006-07-06,9,26062,8
2006-07-06,9,26101,29
2006-07-06,9,26201,8
2006-07-06,9,26228,1
2006-07-06,9,26978,4
2006-07-06,9,29960,1
2006-07-06,9,33419,3
2006-07-06,9,33694,2
2006-07-06,9,36088,89
2006-07-07,0,205,1
2006-07-07,0,209,1
2006-07-07,0,1221,1
2006-07-07,0,2518,1
2006-07-07,0,2914,1
2006-07-07,0,3257,1
2006-07-07,0,3269,1
2006-07-07,0,3356,1
2006-07-07,0,3549,1
2006-07-07,0,3561,35
2006-07-07,0,3671,75
2006-07-07,0,4134,15
2006-07-07,0,4323,1
2006-07-07,0,4755,1
2006-07-07,0,5617,2
2006-07-07,0,6327,1
2006-07-07,0,6432,1
2006-07-07,0,6496,2
2006-07-07,0,6740,1
2006-07-07,0,6939,1
2006-07-07,0,7132,1
2006-07-07,0,7643,1
2006-07-07,0,7738,1
2006-07-07,0,8151,1
2006-07-07,0,8732,1
2006-07-07,0,9121,1
2006-07-07,0,9304,1
2006-07-07,0,9808,1
2006-07-07,0,11426,1
2006-07-07,0,11486,1
2006-07-07,0,12262,1
2006-07-07,0,13367,1
2006-07-07,0,13462,20
2006-07-07,0,14272,1
2006-07-07,0,14390,1
2006-07-07,0,14742,2
2006-07-07,0,14779,1
2006-07-07,0,17621,1
2006-07-07,0,19262,2
2006-07-07,0,19296,1
2006-07-07,0,21844,1
2006-07-07,0,25973,1
2006-07-07,0,26085,1
2006-07-07,0,26101,3
2006-07-07,0,26831,1
2006-07-07,0,27699,1
2006-07-07,0,30890,1
2006-07-07,0,31976,2
2006-07-07,0,33651,1
2006-07-07,1,158,1
2006-07-07,1,1257,4
2006-07-07,1,2852,2
2006-07-07,1,3265,1402
2006-07-07,1,3491,2
2006-07-07,1,3561,19
2006-07-07,1,4134,129
2006-07-07,1,4323,1
2006-07-07,1,4766,2
2006-07-07,1,4812,2
2006-07-07,1,4814,1
2006-07-07,1,4837,3
2006-07-07,1,6461,9
2006-07-07,1,6478,2
2006-07-07,1,7132,2
2006-07-07,1,8376,2
2006-07-07,1,9318,1
2006-07-07,1,9416,1
2006-07-07,1,11486,4
2006-07-07,1,14777,9
2006-07-07,1,14778,10
2006-07-07,1,15169,6
2006-07-07,1,17633,1
2006-07-07,1,17672,1
2006-07-07,1,17964,71
2006-07-07,1,20773,12
2006-07-07,1,25847,2
2006-07-07,1,33287,1
2006-07-07,2,47,1
2006-07-07,2,209,32
2006-07-07,2,1239,10
2006-07-07,2,1312,83
2006-07-07,2,2152,4
2006-07-07,2,3561,5
2006-07-07,2,4134,1
2006-07-07,2,4181,1
2006-07-07,2,4323,8
2006-07-07,2,6432,4
2006-07-07,2,6478,15
2006-07-07,2,7018,924
2006-07-07,2,7132,5
2006-07-07,2,7377,79
2006-07-07,2,8560,1
2006-07-07,2,9506,58
2006-07-07,2,11414,40
2006-07-07,2,15169,15
2006-07-07,2,16572,2
2006-07-07,2,16912,35
2006-07-07,2,17225,1
2006-07-07,2,17233,8
2006-07-07,2,19181,1
2006-07-07,2,19918,700
2006-07-07,2,29863,4
2006-07-07,2,30099,4
2006-07-07,2,33260,8
2006-07-07,2,33651,28
2006-07-07,3,1257,1
2006-07-07,3,3301,1
2006-07-07,3,4134,44
2006-07-07,3,6478,1
2006-07-07,3,7132,1
2006-07-07,3,9318,3
2006-07-07,4,4134,2
2006-07-07,4,4323,1
2006-07-07,4,7132,173
2006-07-07,4,22855,28
2006-07-07,4,31976,83
2006-07-07,4,33651,28
2006-07-07,5,205,1
2006-07-07,5,1257,1
2006-07-07,5,2152,2
2006-07-07,5,3561,3
2006-07-07,5,4134,29
2006-07-07,5,6478,4
2006-07-07,5,7132,1
2006-07-07,5,8070,6
2006-07-07,5,8075,5
2006-07-07,5,9318,3
2006-07-07,5,13867,2
2006-07-07,6,1257,2
2006-07-07,6,4134,13
2006-07-07,6,4812,4
2006-07-07,6,4837,2
2006-07-07,6,6478,6
2006-07-07,6,7132,2
2006-07-07,6,8342,1
2006-07-07,6,9318,6
2006-07-07,6,17672,1
2006-07-07,7,3,1
2006-07-07,7,209,2
2006-07-07,7,1239,7
2006-07-07,7,1257,1
2006-07-07,7,2152,28
2006-07-07,7,3561,4
2006-07-07,7,3701,3
2006-07-07,7,6395,2
2006-07-07,7,6478,4
2006-07-07,7,8070,6
2006-07-07,7,8075,3
2006-07-07,7,8560,1
2006-07-07,7,9156,10
2006-07-07,7,10565,8
2006-07-07,7,10933,2
2006-07-07,7,12182,1
2006-07-07,7,12222,1
2006-07-07,7,13733,4
2006-07-07,7,13911,1
2006-07-07,7,15169,72
2006-07-07,7,17210,4
2006-07-07,7,17225,1
2006-07-07,7,18924,48
2006-07-07,7,19535,2
2006-07-07,7,21844,33
2006-07-07,7,22152,2
2006-07-07,7,23504,1
2006-07-07,7,30222,3
2006-07-07,8,786,3
2006-07-07,8,1257,1
2006-07-07,8,2900,849
2006-07-07,8,2914,6
2006-07-07,8,3561,1
2006-07-07,8,3701,4
2006-07-07,8,4323,18
2006-07-07,8,6478,1
2006-07-07,8,8070,2
2006-07-07,8,10437,3
2006-07-07,8,15169,254
2006-07-07,8,22152,1
2006-07-07,8,23719,1
2006-07-07,9,102,248
2006-07-07,9,209,22
2006-07-07,9,1668,25
2006-07-07,9,2152,501
2006-07-07,9,2914,4
2006-07-07,9,3561,6
2006-07-07,9,4182,23
2006-07-07,9,5779,243
2006-07-07,9,6318,7
2006-07-07,9,6334,3
2006-07-07,9,6432,11
2006-07-07,9,7018,28
2006-07-07,9,8070,3
2006-07-07,9,8075,2
2006-07-07,9,10565,1
2006-07-07,9,10763,7
2006-07-07,9,10794,21
2006-07-07,9,11944,41
2006-07-07,9,12179,2
2006-07-07,9,12222,1
2006-07-07,9,14780,909
2006-07-07,9,15169,270
2006-07-07,9,19296,2
2006-07-07,9,20461,7
2006-07-07,9,21945,19
2006-07-07,9,25751,1
2006-07-07,9,26101,312
2006-07-07,9,29748,2
2006-07-07,9,36088,415
2006-07-08,0,209,1
2006-07-08,0,701,1
2006-07-08,0,2379,1
2006-07-08,0,2711,1
2006-07-08,0,3352,1
2006-07-08,0,3495,1
2006-07-08,0,3561,5
2006-07-08,0,3671,15
2006-07-08,0,4609,1
2006-07-08,0,4766,2
2006-07-08,0,4837,6
2006-07-08,0,5617,130
2006-07-08,0,6327,1
2006-07-08,0,7132,3
2006-07-08,0,7602,1
2006-07-08,0,8708,1
2006-07-08,0,9318,3
2006-07-08,0,10091,1
2006-07-08,0,10738,1
2006-07-08,0,11426,2
2006-07-08,0,11427,1
2006-07-08,0,11955,1
2006-07-08,0,13462,13
2006-07-08,0,13867,1
2006-07-08,0,14383,2
2006-07-08,0,17964,98
2006-07-08,0,19262,2
2006-07-08,0,19548,2
2006-07-08,0,20258,1
2006-07-08,0,22927,1
2006-07-08,0,25074,2
2006-07-08,0,25310,1
2006-07-08,0,27357,1
2006-07-08,0,27696,55
2006-07-08,0,28573,1
2006-07-08,0,32244,1
2006-07-08,1,3265,1353
2006-07-08,1,3561,12
2006-07-08,1,3786,10
2006-07-08,1,4134,8
2006-07-08,1,4766,1
2006-07-08,1,4812,4
2006-07-08,1,4837,13
2006-07-08,1,5617,53
2006-07-08,1,7015,5
2006-07-08,1,8708,2
2006-07-08,1,9768,1
2006-07-08,1,9919,2
2006-07-08,1,11486,4
2006-07-08,1,14383,6
2006-07-08,1,14777,10
2006-07-08,1,14778,14
2006-07-08,1,14780,1
2006-07-08,1,15169,4
2006-07-08,1,17147,2
2006-07-08,1,17429,1
2006-07-08,1,17964,100
2006-07-08,1,20773,8
2006-07-08,1,25074,7
2006-07-08,1,25847,20
2006-07-08,1,27696,749
2006-07-08,1,32244,1
2006-07-08,1,35315,1
2006-07-08,2,4,1
2006-07-08,2,16,9
2006-07-08,2,209,2
2006-07-08,2,1312,84
2006-07-08,2,3561,3
2006-07-08,2,4323,12
2006-07-08,2,5617,82
2006-07-08,2,6364,3
2006-07-08,2,6478,9
2006-07-08,2,7018,932
2006-07-08,2,7132,3
2006-07-08,2,7377,80
2006-07-08,2,17964,99
2006-07-08,2,27431,1
2006-07-08,2,27596,2
2006-07-08,2,27696,14
2006-07-08,2,29863,4
2006-07-08,2,30099,4
2006-07-08,2,33260,4
2006-07-08,2,33651,11
2006-07-08,3,2152,1
2006-07-08,3,3786,2
2006-07-08,3,4134,6
2006-07-08,3,4812,2
2006-07-08,3,4837,14
2006-07-08,3,5078,2
2006-07-08,3,5617,1
2006-07-08,3,14383,2
2006-07-08,3,17897,1
2006-07-08,3,17964,1
2006-07-08,3,25074,1
2006-07-08,3,27696,1
2006-07-08,3,32244,1
2006-07-08,4,3786,3
2006-07-08,4,4837,1
2006-07-08,4,7132,2
2006-07-08,4,14383,7
2006-07-08,4,14778,2
2006-07-08,4,17429,1
2006-07-08,4,17964,99
2006-07-08,4,25074,7
2006-07-08,4,27696,119
2006-07-08,4,31976,83
2006-07-08,4,32244,1
2006-07-08,4,33651,2
2006-07-08,5,209,2
2006-07-08,5,2152,3
2006-07-08,5,3356,2
2006-07-08,5,3561,1
2006-07-08,5,3786,1
2006-07-08,5,4134,5
2006-07-08,5,4837,18
2006-07-08,5,5617,1
2006-07-08,5,8070,5
2006-07-08,5,8075,4
2006-07-08,5,13867,2
2006-07-08,5,14383,2
2006-07-08,5,17964,1
2006-07-08,5,25074,2
2006-07-08,5,27696,2
2006-07-08,6,3786,2
2006-07-08,6,4134,6
2006-07-08,6,4812,1
2006-07-08,6,4837,25
2006-07-08,6,5078,1
2006-07-08,6,5617,1
2006-07-08,6,14383,1
2006-07-08,6,25074,2
2006-07-08,6,27696,1
2006-07-08,7,209,11
2006-07-08,7,2152,141
2006-07-08,7,3356,2
2006-07-08,7,3561,61
2006-07-08,7,3701,3
2006-07-08,7,4134,1
2006-07-08,7,6432,32
2006-07-08,7,6453,6
2006-07-08,7,7018,53
2006-07-08,7,7105,2
2006-07-08,7,7342,2
2006-07-08,7,8070,2
2006-07-08,7,8075,2
2006-07-08,7,9156,9
2006-07-08,7,10565,9
2006-07-08,7,10763,4
2006-07-08,7,11486,5
2006-07-08,7,11509,26
2006-07-08,7,12168,4
2006-07-08,7,12179,31
2006-07-08,7,12182,5
2006-07-08,7,12222,12
2006-07-08,7,14134,4
2006-07-08,7,14780,32
2006-07-08,7,14806,24
2006-07-08,7,15169,86
2006-07-08,7,15293,1
2006-07-08,7,18713,2
2006-07-08,7,18754,1
2006-07-08,7,18924,48
2006-07-08,7,21568,21
2006-07-08,7,21844,36
2006-07-08,7,22758,7
2006-07-08,7,25751,3
2006-07-08,7,26101,1
2006-07-08,7,32313,1
2006-07-08,7,32799,4
2006-07-08,7,33419,18
2006-07-08,7,33694,17
2006-07-08,8,14,4
2006-07-08,8,29,5
2006-07-08,8,680,7
2006-07-08,8,1668,4
2006-07-08,8,2152,2
2006-07-08,8,3561,2
2006-07-08,8,3701,4
2006-07-08,8,4513,1
2006-07-08,8,5662,11
2006-07-08,8,6327,3
2006-07-08,8,6461,1
2006-07-08,8,7065,3
2006-07-08,8,7472,6
2006-07-08,8,8075,2
2006-07-08,8,9457,1
2006-07-08,8,11078,2
2006-07-08,8,11486,4
2006-07-08,8,11922,8
2006-07-08,8,13768,1539
2006-07-08,8,13789,5
2006-07-08,8,14492,2
2006-07-08,8,15169,503
2006-07-08,8,17964,36
2006-07-08,8,22489,3
2006-07-08,8,23719,8
2006-07-08,8,30209,3
2006-07-08,8,30315,2
2006-07-08,8,32346,17
2006-07-08,9,297,2
2006-07-08,9,1668,11
2006-07-08,9,2152,327
2006-07-08,9,3356,2
2006-07-08,9,3561,2
2006-07-08,9,4182,18
2006-07-08,9,5779,188
2006-07-08,9,6432,2
2006-07-08,9,7132,7
2006-07-08,9,8070,5
2006-07-08,9,8176,6
2006-07-08,9,10565,1
2006-07-08,9,11922,1
2006-07-08,9,11944,66
2006-07-08,9,12079,4
2006-07-08,9,12179,2
2006-07-08,9,14780,652
2006-07-08,9,15169,52
2006-07-08,9,26101,118
2006-07-08,9,36088,292
2006-07-09,0,209,1
2006-07-09,0,701,4
2006-07-09,0,3269,4
2006-07-09,0,3320,1
2006-07-09,0,3462,1
2006-07-09,0,3561,4
2006-07-09,0,3671,7
2006-07-09,0,4766,2
2006-07-09,0,4812,2
2006-07-09,0,4837,1
2006-07-09,0,5089,1
2006-07-09,0,5462,1
2006-07-09,0,6128,1
2006-07-09,0,7021,1
2006-07-09,0,7029,1
2006-07-09,0,7738,1
2006-07-09,0,8167,1
2006-07-09,0,9304,1
2006-07-09,0,9916,1
2006-07-09,0,13462,14
2006-07-09,0,13609,1
2006-07-09,0,15833,2
2006-07-09,0,17839,1
2006-07-09,0,17897,1
2006-07-09,0,19262,3
2006-07-09,0,22909,1
2006-07-09,0,27364,1
2006-07-09,0,27699,3
2006-07-09,0,29032,2
2006-07-09,0,30776,1
2006-07-09,0,36727,2
2006-07-09,1,701,1
2006-07-09,1,3265,1385
2006-07-09,1,3462,1
2006-07-09,1,3561,13
2006-07-09,1,3786,12
2006-07-09,1,4134,2
2006-07-09,1,4766,4
2006-07-09,1,4812,3
2006-07-09,1,4837,4
2006-07-09,1,6327,1
2006-07-09,1,6461,36
2006-07-09,1,8881,1
2006-07-09,1,9318,2
2006-07-09,1,9908,1
2006-07-09,1,9916,1
2006-07-09,1,10316,1
2006-07-09,1,12271,1
2006-07-09,1,13571,21
2006-07-09,1,14265,2
2006-07-09,1,14777,10
2006-07-09,1,14778,8
2006-07-09,1,14780,2
2006-07-09,1,15169,3
2006-07-09,1,16243,9
2006-07-09,1,17672,2
2006-07-09,1,17897,6
2006-07-09,1,19262,1
2006-07-09,1,19318,1
2006-07-09,1,19875,1
2006-07-09,1,25847,1
2006-07-09,1,35315,1
2006-07-09,2,81,1
2006-07-09,2,1312,205
2006-07-09,2,3561,14
2006-07-09,2,5617,30
2006-07-09,2,5661,3
2006-07-09,2,6478,8
2006-07-09,2,7018,936
2006-07-09,2,7132,3
2006-07-09,2,7377,197
2006-07-09,2,9506,735
2006-07-09,2,9916,1
2006-07-09,2,19306,10
2006-07-09,2,19318,1
2006-07-09,2,27596,2
2006-07-09,2,29863,8
2006-07-09,2,30099,4
2006-07-09,2,33651,12
2006-07-09,3,3462,2
2006-07-09,3,4766,2
2006-07-09,3,4812,1
2006-07-09,3,4837,1
2006-07-09,3,8881,2
2006-07-09,3,9916,1
2006-07-09,3,10843,2
2006-07-09,3,14265,2
2006-07-09,3,17897,5
2006-07-09,3,20718,4
2006-07-09,3,21522,1
2006-07-09,4,7132,3
2006-07-09,4,9916,1
2006-07-09,4,13571,21
2006-07-09,4,19875,1
2006-07-09,4,29895,18
2006-07-09,4,31976,85
2006-07-09,4,33651,17
2006-07-09,4,35315,2
2006-07-09,5,2152,2
2006-07-09,5,3356,2
2006-07-09,5,3561,1
2006-07-09,5,4134,1
2006-07-09,5,4323,2
2006-07-09,5,4766,2
2006-07-09,5,4837,3
2006-07-09,5,8070,5
2006-07-09,5,8075,5
2006-07-09,5,8881,2
2006-07-09,5,9916,1
2006-07-09,5,13867,2
2006-07-09,5,14265,2
2006-07-09,5,17672,2
2006-07-09,5,17897,4
2006-07-09,5,20718,5
2006-07-09,5,21522,2
2006-07-09,6,3462,2
2006-07-09,6,4134,4
2006-07-09,6,4323,2
2006-07-09,6,4766,2
2006-07-09,6,4812,3
2006-07-09,6,4837,2
2006-07-09,6,8881,2
2006-07-09,6,9916,1
2006-07-09,6,14265,6
2006-07-09,6,17672,2
2006-07-09,6,17897,7
2006-07-09,7,2152,1
2006-07-09,7,3561,1
2006-07-09,7,8070,3
2006-07-09,7,9156,1
2006-07-09,7,10565,1
2006-07-09,7,15169,5
2006-07-09,7,18924,48
2006-07-09,7,19306,281
2006-07-09,7,20718,4
2006-07-09,7,21844,1
2006-07-09,8,7132,1
2006-07-09,8,8070,2
2006-07-09,8,15169,4
2006-07-09,9,3356,2
2006-07-09,9,8070,1
2006-07-09,9,8075,2
2006-07-10,0,209,2
2006-07-10,0,600,1
2006-07-10,0,701,5
2006-07-10,0,2856,2
2006-07-10,0,3249,1
2006-07-10,0,3269,2
2006-07-10,0,3561,26
2006-07-10,0,3671,18
2006-07-10,0,4544,1
2006-07-10,0,4747,1
2006-07-10,0,4755,1
2006-07-10,0,4808,2
2006-07-10,0,5466,1
2006-07-10,0,6128,1
2006-07-10,0,6197,1
2006-07-10,0,6432,1
2006-07-10,0,6539,1
2006-07-10,0,6724,1
2006-07-10,0,6939,1
2006-07-10,0,6993,1
