Date,Game,Earnings,Players,Tournaments
3/1/2007,WarCraft III,112407.18,16,6
3/1/2007,Rise of Nations: Rise of Legends,69600,8,1
3/1/2007,FIFA 07,9322.58,3,1
3/1/2007,Need for Speed Carbon,9322.58,3,1
3/1/2007,Super Smash Bros. Melee,8999,25,9
3/1/2007,Dead or Alive 4,7990.78,3,1
3/1/2007,Project Gotham Racing 3,7990.78,3,1
3/1/2007,Counter-Strike: Source,5274,10,1
3/1/2007,TrackMania Nations,822,3,1
4/1/2007,Counter-Strike,192950.99,207,14
4/1/2007,Halo 2,61400,34,2
4/1/2007,WarCraft III,53076.07,25,9
4/1/2007,Counter-Strike: Source,28089.18,84,6
4/1/2007,World of WarCraft,20400,6,1
4/1/2007,Battlefield 2142,18546.14,0,2
4/1/2007,Rainbow Six: Vegas,16700,62,1
4/1/2007,Quake 4,10996.07,9,2
4/1/2007,Super Smash Bros. Melee,6514,29,15
4/1/2007,Battlefield 2,4901.26,0,1
4/1/2007,Command & Conquer 3,4901.26,4,1
4/1/2007,S.T.A.L.K.E.R.: Shadow of Chernobyl,4901.26,0,1
4/1/2007,Supreme Commander,4901.26,0,1
4/1/2007,Wolfenstein: Enemy Territory,4055.84,18,1
4/1/2007,Day of Defeat: Source,996.07,0,1
4/1/2007,Dead or Alive 4,996.07,3,1
4/1/2007,Project Gotham Racing 3,996.07,3,1
4/1/2007,Call of Duty 2,686.18,0,1
5/1/2007,Counter-Strike,76113.94,87,8
5/1/2007,WarCraft III,43205,20,10
5/1/2007,StarCraft: Brood War,23271.98,6,3
5/1/2007,F.E.A.R.,20000,7,1
5/1/2007,World in Conflict,20000,15,1
5/1/2007,Counter-Strike: Source,18002.32,36,3
5/1/2007,Call of Duty 2,5953.8,0,1
5/1/2007,Quake III Arena,3861.47,8,1
5/1/2007,Super Smash Bros. Melee,2503,14,4
6/1/2007,Counter-Strike,154734.58,227,10
6/1/2007,Halo 2,61600,30,2
6/1/2007,WarCraft III,53631.72,31,7
6/1/2007,Counter-Strike: Source,34582.4,56,3
6/1/2007,FIFA 07,33805.95,4,2
6/1/2007,World of WarCraft,30000,11,1
6/1/2007,F.E.A.R.,20000,8,1
6/1/2007,World in Conflict,20000,0,1
6/1/2007,Rainbow Six: Vegas,16700,64,1
6/1/2007,Quake 4,15000,8,1
6/1/2007,StarCraft: Brood War,9555.45,6,2
6/1/2007,Super Smash Bros. Melee,8605,32,11
6/1/2007,Defense of the Ancients,7389.93,11,1
6/1/2007,Live for Speed,2008.27,5,1
6/1/2007,Pro Evolution Soccer 6,1216.82,3,1
6/1/2007,Super Smash Bros.,415,6,2
6/1/2007,Gears of War,0,0,1
7/1/2007,StarCraft: Brood War,237878.5,40,2
7/1/2007,Counter-Strike,158542.51,94,7
7/1/2007,WarCraft III,92759.41,22,5
7/1/2007,Halo 2,61600,27,2
7/1/2007,Quake 4,34000,11,2
7/1/2007,Call of Duty 2,20000,20,1
7/1/2007,TrackMania Nations,19479.5,6,2
7/1/2007,Pro Evolution Soccer 6,19000,3,1
7/1/2007,Rainbow Six: Vegas,16700,64,1
7/1/2007,Super Smash Bros. Melee,15864.93,40,7
7/1/2007,Gears of War,14000,0,1
7/1/2007,Super Smash Bros.,525,3,1
7/1/2007,Street Fighter III: 3rd Strike,0,4,1
8/1/2007,Counter-Strike,228779.24,200,12
8/1/2007,StarCraft: Brood War,172687.25,34,6
8/1/2007,WarCraft III,121907.97,51,8
8/1/2007,Quake 4,66562.74,18,4
8/1/2007,World of WarCraft,63100,12,2
8/1/2007,Halo 2,61600,27,2
8/1/2007,Enemy Territory: Quake Wars,50000,26,1
8/1/2007,Counter-Strike: Source,35161.96,81,5
8/1/2007,FIFA 07,17257.04,13,2
8/1/2007,Rainbow Six: Vegas,16700,0,1
8/1/2007,Super Smash Bros. Melee,14250,10,2
8/1/2007,Gears of War,14000,0,1
8/1/2007,Capcom vs. SNK 2,10250,8,1
8/1/2007,Guilty Gear XX Accent Core,10250,23,1
8/1/2007,Marvel vs. Capcom 2,10250,8,1
8/1/2007,Street Fighter III: 3rd Strike,10250,8,1
8/1/2007,Super Street Fighter II Turbo,10250,8,1
8/1/2007,Tekken 5: Dark Resurrection,10250,8,1
8/1/2007,Virtua Fighter 5,10250,8,1
8/1/2007,Need for Speed Carbon,7000,8,1
8/1/2007,Shadowrun,4000,0,1
8/1/2007,Quake III Arena,1927.79,12,2
8/1/2007,Battlefield 2,1613.6,0,1
8/1/2007,Call of Duty 2,1613.6,0,1
9/1/2007,Counter-Strike,103534.56,146,7
9/1/2007,Counter-Strike: Source,98892.67,145,10
9/1/2007,Halo 2,61600,28,2
9/1/2007,WarCraft III,48453.97,28,12
9/1/2007,F.E.A.R.,20000,8,1
9/1/2007,World in Conflict,20000,0,1
9/1/2007,Rainbow Six: Vegas,16700,0,1
9/1/2007,Gears of War,14000,0,1
9/1/2007,StarCraft: Brood War,11000,5,2
9/1/2007,Wolfenstein: Enemy Territory,8445.28,30,1
9/1/2007,Super Smash Bros. Melee,5850,9,2
9/1/2007,Shadowrun,4000,0,1
10/1/2007,Halo 2,308000,36,2
10/1/2007,Counter-Strike,185330.85,85,6
10/1/2007,Gears of War,120000,1,2
10/1/2007,Madden NFL 2008,1.00E+05,1,1
10/1/2007,WarCraft III,94024.38,25,12
10/1/2007,Rainbow Six: Vegas,84000,0,1
10/1/2007,StarCraft: Brood War,63292.07,7,2
10/1/2007,Counter-Strike: Source,44363.03,76,6
10/1/2007,FIFA 07,26000,3,1
10/1/2007,Age of Empires III,20000,3,1
10/1/2007,Carom 3D,20000,3,1
10/1/2007,Command & Conquer 3,20000,3,1
10/1/2007,Dead or Alive 4,20000,3,1
10/1/2007,Need for Speed Carbon,20000,3,1
10/1/2007,Project Gotham Racing 3,20000,3,1
10/1/2007,Shadowrun,16000,0,1
10/1/2007,Age of Empires II,10000,28,1
10/1/2007,Super Smash Bros. Melee,1800,3,1
10/1/2007,TrackMania Nations,274,2,1
11/1/2007,StarCraft: Brood War,128432,35,3
11/1/2007,Counter-Strike,93734.65,226,10
11/1/2007,World of WarCraft,75000,9,1
11/1/2007,Halo 2,57662.47,32,2
11/1/2007,WarCraft III,33768.58,31,12
11/1/2007,Quake 4,20000,12,1
11/1/2007,Counter-Strike: Source,17602.26,40,1
11/1/2007,Gears of War,8900.77,32,1
11/1/2007,Rainbow Six: Vegas,8900.77,32,1
11/1/2007,Crysis,8364,0,1
11/1/2007,Call of Duty 4: Modern Warfare,6273,20,1
11/1/2007,Enemy Territory: Quake Wars,6273,0,1
11/1/2007,World in Conflict,5227.5,8,1
11/1/2007,Super Smash Bros. Melee,4320,6,2
11/1/2007,Team Fortress 2,4182,21,1
11/1/2007,FIFA 08,3136.5,4,3
11/1/2007,Trackmania United,1027.5,3,1
11/1/2007,Call of Duty 2,836.4,5,1
11/1/2007,Age of Empires II,200,2,1
12/1/2007,Counter-Strike: Source,540673.62,135,5
12/1/2007,Dead or Alive 4,226000,23,3
12/1/2007,Project Gotham Racing 3,196000,22,2
12/1/2007,Counter-Strike,135982.22,169,11
12/1/2007,FIFA 07,124126.66,21,4
12/1/2007,StarCraft: Brood War,113036.29,34,3
12/1/2007,Halo 3,1.00E+05,16,1
12/1/2007,WarCraft III,87964.68,41,16
12/1/2007,World of WarCraft,25000,3,2
12/1/2007,Defense of the Ancients,18138.22,30,2
12/1/2007,Team Fortress 2,5000,0,1
12/1/2007,Super Smash Bros. Melee,2633.72,15,5
12/1/2007,TrackMania Nations,806.16,2,1
12/1/2007,Age of Empires II,100,3,1
12/1/2007,Battlefield 2142,0,0,1
12/1/2007,Super Smash Bros.,0,3,1
1/1/2008,StarCraft: Brood War,86240,10,1
1/1/2008,Counter-Strike,29015.54,63,3
1/1/2008,WarCraft III,27085.86,11,7
1/1/2008,World in Conflict,20000,0,1
1/1/2008,F.E.A.R.,18000,4,1
1/1/2008,Age of Empires II,3000,6,2
1/1/2008,Super Smash Bros. Melee,1838,8,3
2/1/2008,World in Conflict,2.00E+05,25,1
2/1/2008,F.E.A.R.,1.00E+05,8,1
2/1/2008,StarCraft: Brood War,69650.48,23,2
2/1/2008,Counter-Strike,57018.84,86,7
2/1/2008,Counter-Strike: Source,31872.8,100,9
2/1/2008,WarCraft III,27178.1,19,7
2/1/2008,Super Smash Bros. Melee,9590,34,5
3/1/2008,Counter-Strike,268467.77,203,15
3/1/2008,StarCraft: Brood War,255409.61,39,3
3/1/2008,Unreal Tournament 3,104812.82,3,3
3/1/2008,WarCraft III,70300.23,23,12
3/1/2008,Counter-Strike: Source,54186.32,101,9
3/1/2008,Call of Duty 4: Modern Warfare,46063.19,66,5
3/1/2008,FIFA 08,11677.73,7,2
3/1/2008,Command & Conquer 3,10685.41,4,2
3/1/2008,Halo 3,8924.67,14,3
3/1/2008,Dead or Alive 4,7708.46,3,2
3/1/2008,Need for Speed: ProStreet,7708.46,3,1
3/1/2008,Project Gotham Racing 4,7708.46,3,1
3/1/2008,Team Fortress 2,4961.58,0,1
3/1/2008,Enemy Territory: Quake Wars,4650.12,6,1
3/1/2008,Wolfenstein: Enemy Territory,4650.12,18,1
3/1/2008,Battlefield 2,2976.95,0,1
3/1/2008,Crysis,2976.95,0,1
3/1/2008,Gears of War,2974.5,0,1
3/1/2008,Pro Evolution Soccer 2008,2084.15,6,2
3/1/2008,Supreme Commander: Forged Alliance,1290.01,0,1
3/1/2008,World in Conflict,595.38,0,1
3/1/2008,TrackMania Nations Forever,558.6,1,1
3/1/2008,Super Smash Bros. Melee,190,6,2
4/1/2008,Halo 3,56000,32,1
4/1/2008,Counter-Strike: Source,45803.33,35,2
4/1/2008,WarCraft III,21782.3,9,6
4/1/2008,Counter-Strike,18707.52,55,5
4/1/2008,Gears of War,7500,0,1
4/1/2008,Age of Empires II,7250,6,1
4/1/2008,Super Smash Bros. Brawl,755,7,2
5/1/2008,Counter-Strike,122087.06,215,10
5/1/2008,Halo 3,50000,1,1
5/1/2008,Counter-Strike: Source,46247.73,94,4
5/1/2008,WarCraft III,36701.31,47,7
5/1/2008,FIFA 08,26000,3,1
5/1/2008,Call of Duty 4: Modern Warfare,20743.82,40,1
5/1/2008,Super Smash Bros. Brawl,3437,15,5
5/1/2008,Quake III Arena,2376.54,8,1
5/1/2008,StarCraft: Brood War,2121.94,8,1
5/1/2008,Super Smash Bros. Melee,132,3,1
6/1/2008,World of WarCraft,85500,22,2
6/1/2008,WarCraft III,82808.02,28,8
6/1/2008,StarCraft: Brood War,59015.3,27,4
6/1/2008,Halo 3,56000,32,1
6/1/2008,Counter-Strike,48311.41,65,6
6/1/2008,Guitar Hero III: Legends of Rock,19000,8,1
6/1/2008,Counter-Strike: Source,11846.83,45,3
6/1/2008,Rainbow Six: Vegas 2,7500,0,1
6/1/2008,Defense of the Ancients,7130.54,16,1
6/1/2008,Super Smash Bros. Melee,5505,31,8
6/1/2008,Super Smash Bros. Brawl,1160,9,3
7/1/2008,Counter-Strike: Source,515467.1,152,8
7/1/2008,StarCraft: Brood War,217633.37,145,3
7/1/2008,Forza Motorsport 2,207000,16,1
7/1/2008,Dead or Alive 4,182000,16,1
7/1/2008,Counter-Strike,170724.61,127,11
7/1/2008,FIFA 08,91000,8,2
7/1/2008,World of WarCraft,72500,21,2
7/1/2008,Halo 3,56000,32,1
7/1/2008,WarCraft III,41035.81,15,7
7/1/2008,Call of Duty 4: Modern Warfare,40429.32,26,4
7/1/2008,Quake III Arena,15970.4,6,2
7/1/2008,Defense of the Ancients,12500,10,1
7/1/2008,Gears of War,7500,0,1
7/1/2008,Rainbow Six: Vegas 2,7500,0,2
7/1/2008,TrackMania Nations Forever,5000,3,1
7/1/2008,Super Smash Bros. Brawl,3929.87,20,5
7/1/2008,Team Fortress 2,2377.94,12,1
7/1/2008,Super Smash Bros. Melee,379.61,9,3
7/1/2008,Age of Empires II,270.2,6,1
8/1/2008,Counter-Strike,231303.36,163,11
8/1/2008,StarCraft: Brood War,101675.23,40,3
8/1/2008,Call of Duty 4: Modern Warfare,74041.67,61,6
8/1/2008,WarCraft III,68823.06,48,12
8/1/2008,Counter-Strike: Source,62955.01,123,7
8/1/2008,Halo 3,56000,32,1
8/1/2008,FIFA 08,35381.05,26,4
8/1/2008,World of WarCraft,30000,18,1
8/1/2008,Defense of the Ancients,26000,15,2
8/1/2008,Quake Live,25000,19,2
8/1/2008,Quake III Arena,23000,3,1
8/1/2008,TrackMania Nations Forever,23000,3,2
8/1/2008,Team Fortress 2,9700,24,3
8/1/2008,World in Conflict,7515.35,0,2
8/1/2008,Gears of War,7500,0,1
8/1/2008,Rainbow Six: Vegas 2,7500,0,1
8/1/2008,Super Smash Bros. Brawl,4130,9,4
8/1/2008,Age of Empires II,3360.3,8,1
8/1/2008,Street Fighter III: 3rd Strike,2040,3,1
8/1/2008,Unreal Tournament 2003,1700,1,1
8/1/2008,Marvel vs. Capcom 2,1610,3,1
8/1/2008,Capcom vs. SNK 2,1450,3,1
8/1/2008,Super Street Fighter II Turbo,1370,3,1
8/1/2008,Tekken 5: Dark Resurrection,740,3,1
9/1/2008,Counter-Strike,71910.88,184,11
9/1/2008,Team Fortress 2,27599.92,24,1
9/1/2008,WarCraft III,24698.79,19,8
9/1/2008,Counter-Strike: Source,20075.02,46,3
9/1/2008,Need for Speed: ProStreet,7000,8,1
9/1/2008,StarCraft: Brood War,7000,8,1
9/1/2008,Call of Duty 4: Modern Warfare,6500,10,1
9/1/2008,FIFA 08,1124.4,4,1
10/1/2008,Counter-Strike,206670.12,96,11
10/1/2008,World of WarCraft,202500,34,4
10/1/2008,Madden NFL 2009,1.00E+05,1,1
10/1/2008,WarCraft III,90874.35,12,8
10/1/2008,Halo 3,56000,32,1
10/1/2008,StarCraft: Brood War,45200,6,2
10/1/2008,Counter-Strike: Source,22658.13,36,5
10/1/2008,Quake III Arena,15000,4,2
10/1/2008,Defense of the Ancients,9495.85,10,1
10/1/2008,Call of Duty 4: Modern Warfare,8509.72,10,2
10/1/2008,Gears of War,7500,0,1
10/1/2008,Rainbow Six: Vegas 2,7500,0,1
10/1/2008,Super Smash Bros. Melee,4530,5,2
10/1/2008,Tekken 5: Dark Resurrection,980,3,1
10/1/2008,Marvel vs. Capcom 2,850,4,2
10/1/2008,Street Fighter III: 3rd Strike,850,3,1
10/1/2008,Super Smash Bros. Brawl,670,3,1
10/1/2008,Super Street Fighter II Turbo,400,3,1
10/1/2008,Capcom vs. SNK 2,0,3,1
11/1/2008,Halo 3,350000,44,2
11/1/2008,Counter-Strike,315335.06,249,14
11/1/2008,StarCraft: Brood War,184229.91,56,4
11/1/2008,WarCraft III,112582.55,28,13
11/1/2008,World of WarCraft,60000,30,2
11/1/2008,Counter-Strike: Source,43423.04,140,8
11/1/2008,Red Stone,35000,6,1
11/1/2008,Gears of War,34000,0,1
11/1/2008,Rainbow Six: Vegas 2,34000,0,1
11/1/2008,Defense of the Ancients,26429.85,20,3
11/1/2008,FIFA 08,23000,3,1
11/1/2008,Call of Duty 4: Modern Warfare,22619.37,44,3
11/1/2008,Age of Empires III,17500,3,1
11/1/2008,Asphalt 4,17500,3,1
11/1/2008,Carom 3D,17500,3,1
11/1/2008,Command & Conquer 3,17500,3,1
11/1/2008,Need for Speed: ProStreet,17500,3,1
11/1/2008,Project Gotham Racing 4,17500,3,1
11/1/2008,Virtua Fighter 5,17500,3,1
11/1/2008,Team Fortress 2,15000,37,1
11/1/2008,Quake III Arena,8298.4,14,5
11/1/2008,QuakeWorld,2775.07,0,1
11/1/2008,Day of Defeat: Source,2285.82,12,1
11/1/2008,TrackMania Nations Forever,1970,3,1
11/1/2008,Super Smash Bros. Brawl,1930,32,11
11/1/2008,Age of Empires II,1107.86,3,2
11/1/2008,Marvel vs. Capcom 2,150,3,1
11/1/2008,Guilty Gear XX Accent Core,80,3,1
12/1/2008,Counter-Strike,111755.89,120,9
12/1/2008,WarCraft III,77625.71,23,10
12/1/2008,StarCraft: Brood War,21800.61,4,2
12/1/2008,Counter-Strike: Source,17464.19,25,3
12/1/2008,FIFA 08,13250.07,20,1
12/1/2008,Wolfenstein: Enemy Territory,7364.76,18,1
12/1/2008,Quake III Arena,974.36,1,1
12/1/2008,Super Smash Bros. Melee,770,13,3
12/1/2008,Super Smash Bros. Brawl,490,15,4
12/1/2008,TrackMania Nations Forever,417.71,2,1
1/1/2009,WarCraft III,65015.25,27,9
1/1/2009,Counter-Strike,57965.08,61,6
1/1/2009,Counter-Strike: Source,37544.24,55,4
1/1/2009,StarCraft: Brood War,27792.16,8,1
1/1/2009,Call of Duty 4: Modern Warfare,22797.54,20,2
1/1/2009,Super Smash Bros. Melee,2660,21,6
1/1/2009,TrackMania Nations Forever,1459.5,1,1
1/1/2009,Super Smash Bros. Brawl,1230,27,9
1/1/2009,Super Smash Bros.,100,7,2
2/1/2009,StarCraft: Brood War,76015.37,8,1
2/1/2009,Counter-Strike,40217.33,126,11
2/1/2009,FIFA 09,38402.95,12,2
2/1/2009,Counter-Strike: Source,18240.44,61,6
2/1/2009,Super Smash Bros. Brawl,7660.75,38,11
2/1/2009,FIFA 08,2560.19,3,1
2/1/2009,Super Smash Bros. Melee,2015.97,25,5
2/1/2009,WarCraft III,840.61,6,5
2/1/2009,Call of Duty 4: Modern Warfare,770.25,0,3
2/1/2009,Quake III Arena,327.35,3,1
2/1/2009,TrackMania Nations Forever,327.35,3,1
3/1/2009,Counter-Strike,218163.96,155,10
3/1/2009,World of WarCraft,105000,36,2
3/1/2009,StarCraft: Brood War,94198.71,39,4
3/1/2009,Super Smash Bros. Brawl,5899.01,47,15
3/1/2009,WarCraft III,5788.99,8,5
3/1/2009,Super Smash Bros. Melee,5514,29,9
3/1/2009,Call of Duty 4: Modern Warfare,2700.63,5,2
3/1/2009,TrackMania Nations Forever,2647,9,3
3/1/2009,Defense of the Ancients,2632.35,0,1
3/1/2009,Team Fortress 2,2027.49,18,1
4/1/2009,StarCraft: Brood War,81424.45,42,4
4/1/2009,Counter-Strike,75549.59,157,16
4/1/2009,Halo 3,59708.89,48,2
4/1/2009,Counter-Strike: Source,24970.95,109,7
4/1/2009,Gears of War 2,15000,0,1
4/1/2009,WarCraft III,8660.83,13,7
4/1/2009,Call of Duty 4: Modern Warfare,8347.31,44,2
4/1/2009,Super Smash Bros. Melee,6744,51,11
4/1/2009,Defense of the Ancients,6306.37,15,1
4/1/2009,TrackMania Nations Forever,3831.54,6,2
4/1/2009,Quake III Arena,3303.34,3,1
4/1/2009,Super Smash Bros. Brawl,3144,39,12
4/1/2009,Team Fortress 2,2550,18,1
4/1/2009,FIFA 09,1501.51,3,2
4/1/2009,Age of Empires II,134.84,3,1
4/1/2009,Marvel vs. Capcom 2,90,3,1
4/1/2009,Street Fighter III: 3rd Strike,45,3,1
4/1/2009,Guilty Gear XX Accent Core,35,3,1
4/1/2009,King of Fighters XI,25,3,1
5/1/2009,Counter-Strike,162209.14,190,10
5/1/2009,FIFA 09,26000,3,1
5/1/2009,WarCraft III,16484.31,14,7
5/1/2009,StarCraft: Brood War,12169.93,13,9
5/1/2009,Counter-Strike: Source,11023.19,25,2
5/1/2009,Defense of the Ancients,10807.73,15,2
5/1/2009,Age of Empires II,10000,8,1
5/1/2009,Wolfenstein: Enemy Territory,6637.46,18,1
5/1/2009,Call of Duty 4: Modern Warfare,4977.93,15,1
5/1/2009,Super Smash Bros. Brawl,2807,37,10
5/1/2009,Super Smash Bros. Melee,1462.5,18,6
5/1/2009,Quake III Arena,801.28,6,1
6/1/2009,Counter-Strike,63624.51,78,6
6/1/2009,World of WarCraft,63497.65,12,4
6/1/2009,Halo 3,56000,32,1
6/1/2009,WarCraft III,49778.8,22,11
6/1/2009,Counter-Strike: Source,20884.26,50,4
6/1/2009,Gears of War 2,15000,0,1
6/1/2009,StarCraft: Brood War,13681.26,8,6
6/1/2009,Team Fortress 2,13052.79,30,2
6/1/2009,FIFA 09,9662.79,20,2
6/1/2009,Call of Duty 4: Modern Warfare,8336.09,26,2
6/1/2009,TrackMania Nations Forever,4470.4,5,1
6/1/2009,Defense of the Ancients,2682.24,15,1
6/1/2009,Super Smash Bros. Brawl,2423.27,30,9
6/1/2009,Super Smash Bros. Melee,1145,11,3
6/1/2009,Guilty Gear XX Accent Core,0,6,1
6/1/2009,Street Fighter IV,0,8,2
6/1/2009,Super Street Fighter II Turbo HD Remix,0,6,1
7/1/2009,Counter-Strike,109693.03,120,8
7/1/2009,Counter-Strike: Source,41007.69,79,5
7/1/2009,StarCraft: Brood War,32860.75,14,6
7/1/2009,Call of Duty 4: Modern Warfare,29133.76,28,3
7/1/2009,WarCraft III,24833.51,11,7
7/1/2009,Super Smash Bros. Brawl,14532.69,33,9
7/1/2009,Super Smash Bros. Melee,11193.56,24,6
7/1/2009,Quake Live,8000,3,1
7/1/2009,Quake III Arena,4074.14,7,2
7/1/2009,TrackMania Nations Forever,3489.01,6,2
7/1/2009,Defense of the Ancients,2139.16,0,1
7/1/2009,Age of Empires,880,16,1
7/1/2009,Guilty Gear XX Accent Core Plus,0,3,1
7/1/2009,Marvel vs. Capcom 2,0,3,1
7/1/2009,Street Fighter IV,0,3,1
7/1/2009,Super Street Fighter II Turbo HD Remix,0,3,1
8/1/2009,StarCraft: Brood War,329562.85,76,13
8/1/2009,World of WarCraft,143750,27,3
8/1/2009,Counter-Strike,70425.34,140,12
8/1/2009,WarCraft III,69094.26,31,12
8/1/2009,Halo 3,59461.82,44,2
8/1/2009,Quake Live,48500,15,3
8/1/2009,Counter-Strike: Source,39774.45,90,6
8/1/2009,Call of Duty 4: Modern Warfare,16001.29,30,3
8/1/2009,Gears of War 2,15000,0,1
8/1/2009,Team Fortress 2,10048.2,84,4
8/1/2009,Defense of the Ancients,9515.44,10,3
8/1/2009,FIFA 09,7867.65,13,5
8/1/2009,Super Smash Bros. Melee,7196.46,54,13
8/1/2009,TrackMania Nations Forever,4241.4,5,1
8/1/2009,Day of Defeat: Source,4002.64,29,2
8/1/2009,Super Smash Bros. Brawl,3258.54,26,6
8/1/2009,Street Fighter IV,1602.72,4,2
8/1/2009,Quake III Arena,1565.23,8,1
8/1/2009,Pro Evolution Soccer 2009,713.06,3,2
9/1/2009,Counter-Strike,89385.66,117,11
9/1/2009,Defense of the Ancients,27154.39,25,2
9/1/2009,Counter-Strike: Source,8150.11,41,3
9/1/2009,Super Smash Bros. Brawl,7067,44,14
9/1/2009,Super Smash Bros. Melee,5953.5,40,13
9/1/2009,FIFA 09,5463.99,6,2
9/1/2009,Call of Duty 2,4401.02,0,1
9/1/2009,WarCraft III,1840.37,5,5
9/1/2009,Call of Duty 4: Modern Warfare,1175.14,5,1
9/1/2009,StarCraft: Brood War,900,21,1
9/1/2009,BlazBlue: Calamity Trigger,35,3,1
10/1/2009,Counter-Strike,142067.11,213,15
10/1/2009,Defense of the Ancients,15000,20,1
10/1/2009,WarCraft III,14639.9,13,7
10/1/2009,Counter-Strike: Source,10258.06,20,2
10/1/2009,Quake Live,7092.13,11,5
10/1/2009,FIFA 09,3900,4,1
10/1/2009,StarCraft: Brood War,3900,4,1
10/1/2009,Super Smash Bros. Melee,1174,14,4
10/1/2009,Super Smash Bros. Brawl,40,3,1
11/1/2009,Counter-Strike,166890.78,205,7
11/1/2009,WarCraft III,86702.23,10,8
11/1/2009,Halo 3,59730,48,2
11/1/2009,Magic: The Gathering Online,50000,8,1
11/1/2009,StarCraft: Brood War,36269.84,13,5
11/1/2009,Defense of the Ancients,30713.96,40,2
11/1/2009,Red Stone,23000,12,1
11/1/2009,World of WarCraft,22891.26,15,2
11/1/2009,Counter-Strike: Source,18611.98,85,5
11/1/2009,FIFA 09,16000,3,1
11/1/2009,Call of Duty 4: Modern Warfare,15484.9,21,2
11/1/2009,TrackMania Nations Forever,15299.39,5,2
11/1/2009,Gears of War 2,15000,0,1
11/1/2009,Rainbow Six: Vegas 2,15000,0,1
11/1/2009,Asphalt 4,12000,3,1
11/1/2009,Carom 3D,12000,3,1
11/1/2009,Virtua Fighter 5,12000,3,1
11/1/2009,Wise Star 2,12000,3,1
11/1/2009,Quake Live,7915.88,6,6
11/1/2009,Super Smash Bros. Melee,5186,32,8
11/1/2009,Team Fortress 2,4800,54,2
11/1/2009,Call of Duty: Modern Warfare 2,4211.84,11,2
11/1/2009,Day of Defeat: Source,3715,12,1
11/1/2009,Quake III Arena,519.84,3,1
11/1/2009,Super Smash Bros. Brawl,240,3,1
12/1/2009,Counter-Strike,157209.11,178,9
12/1/2009,WarCraft III,43671.94,18,7
12/1/2009,Defense of the Ancients,17578.56,20,1
12/1/2009,Counter-Strike: Source,16574.28,45,3
12/1/2009,World of WarCraft,15000,12,1
12/1/2009,FIFA 09,10087.8,0,1
12/1/2009,Quake Live,8438.07,11,4
12/1/2009,Super Smash Bros. Melee,1755,16,5
1/1/2010,Halo 3,280000,32,1
1/1/2010,StarCraft: Brood War,197846.4,54,4
1/1/2010,Counter-Strike,85405.53,111,6
1/1/2010,Gears of War 2,75000,0,1
1/1/2010,World of WarCraft,30000,27,2
1/1/2010,Quake Live,9711.1,17,6
1/1/2010,Team Fortress 2,5894.11,30,2
1/1/2010,Counter-Strike: Source,5780.08,25,4
1/1/2010,Super Smash Bros. Melee,2798.5,19,5
1/1/2010,Super Smash Bros. Brawl,1369,8,2
1/1/2010,Call of Duty: Modern Warfare 2,900,2,1
1/1/2010,WarCraft III,711.74,4,5
1/1/2010,Age of Empires,308,18,1
1/1/2010,TrackMania Nations Forever,142.73,1,1
2/1/2010,Counter-Strike,63991.89,145,10
2/1/2010,Special Force,43250,0,1
2/1/2010,StarCraft: Brood War,22500,16,1
2/1/2010,World of WarCraft,20000,12,1
2/1/2010,Counter-Strike: Source,17074.35,96,6
2/1/2010,Call of Duty: Modern Warfare 2,14000,4,2
2/1/2010,WarCraft III,11065.72,8,6
2/1/2010,Quake Live,7427.61,17,7
2/1/2010,FIFA 09,2731.65,3,2
2/1/2010,Team Fortress 2,2032.11,24,2
2/1/2010,Super Smash Bros. Brawl,1909,17,4
2/1/2010,Super Smash Bros. Melee,1755,20,6
2/1/2010,Defense of the Ancients,1365.83,0,2
2/1/2010,Day of Defeat: Source,1160.95,18,1
2/1/2010,Call of Duty 4: Modern Warfare,748.99,0,1
2/1/2010,Pro Evolution Soccer 2009,682.91,3,1
2/1/2010,TrackMania Nations Forever,682.91,3,1
2/1/2010,FIFA 10,546.32,4,4
2/1/2010,StarCraft II,136.18,1,1
2/1/2010,Super Smash Bros.,40,3,2
3/1/2010,Counter-Strike,142390.59,160,6
3/1/2010,World of WarCraft,50000,37,1
3/1/2010,Quake Live,20543.49,13,5
3/1/2010,WarCraft III,13795.23,12,6
3/1/2010,Counter-Strike: Source,13000,41,3
3/1/2010,Wolfenstein: Enemy Territory,6811.76,15,1
3/1/2010,Team Fortress 2,5676.7,66,3
3/1/2010,Super Smash Bros. Melee,4635.48,41,9
3/1/2010,Street Fighter IV,3805.5,11,3
3/1/2010,Age of Empires II,3650,4,1
3/1/2010,StarCraft II,1043.49,7,5
3/1/2010,Call of Duty 4: Modern Warfare,960.5,5,1
3/1/2010,Super Smash Bros. Brawl,591.21,9,3
3/1/2010,FIFA 10,542.88,4,4
3/1/2010,TrackMania Nations Forever,407.4,2,1
3/1/2010,Tatsunoko vs. Capcom: Ultimate All-Stars,300.81,3,2
3/1/2010,Call of Duty: Modern Warfare 2,250,2,1
3/1/2010,Tekken 6,116.44,3,1
4/1/2010,Counter-Strike,98841.21,192,14
4/1/2010,Halo 3,56000,32,1
4/1/2010,Counter-Strike: Source,46430.19,106,7
4/1/2010,WarCraft III,43038.78,14,8
4/1/2010,Tekken 6,8775.33,11,2
4/1/2010,Super Smash Bros. Brawl,7000,8,1
4/1/2010,Quake Live,5280.4,10,6
