id,Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update,Reading Link
64,She Bites!,MandaRat / NoChanJoo,"19,257",Slice of life,9.7,42.3K,"Hanna, a 28-year-old college student, is getting her second undergraduate degree to become a lawyer. However, she soon realizes that she was supposed to go to a law school instead of getting a second undergraduate degree. Out of money and out of place, she joins a start-up business club to make money. Working with four other slightly weird teammates, they are starting a pet clothing business together. This feels a little funky, but everything will be fine... right?",UP EVERY THURSDAY,https://www.webtoons.com/en/slice-of-life/she-bites/list?title_no=3236
65,CODE HELIX,Na-eum So,"4,96,930",Drama,9.36,36K,"Rendra, an intelligent high school student known for his computer talents, discovers that he can use his ability to hack as a way of exposing the misdeeds and hypocrisy of his classmates under the pseudonym ""Helix."" What starts as an attempt to enact justice on a chauvinist classmate moves further and further into a moral gray area as Rendra/Helix starts to look for new targets. Will he take things too far? Will his secret identity be discovered?",UP EVERY WEDNESDAY,https://www.webtoons.com/en/historical/the-snake-and-the-flower/list?title_no=2619
66,Garden Club Detective Squad,Nikki Dibya Wardhana / Bryan Arfiandy,"19,608",Mystery,9.73,180K,"Gardening and solving crime aren't what straight-A student Yeon Han thought she would be focusing on at her new school. But when she discovers a notebook that contains clues to a 15-year-old murder mystery, she and the other members of her new gardening club realize the murderer not only has access to the school -- they probably work for the school. Can the gardening club squad figure out who committed the murder even though the principal and their teachers seem desperate to cover it up?",UP EVERY WEDNESDAY,https://www.webtoons.com/en/drama/code-helix/list?title_no=3267
67,The Snake and the Flower,52chu,"6,93,249",Historical,9.7,207.6K,"Long ago, an emperor suddenly decided to execute the members of his court. Only after being offered a girl named Aehwa, did the emperor's rampage stop. The emperor cherishes his ""flower"" dearly. When Aehwa expresses an interest in music, the Emperor makes Harang Kang her personal court musician. However, the emperor decreed that only he can lay eyes on Aehwa and has Harang's eyes destroyed. After finding out the true cause of his father's death, Harang swears revenge on both Aehwa and the Emperor. In this twisted realm of snakes and flowers, who will prevail?",UP EVERY SATURDAY,https://www.webtoons.com/en/mystery/garden-club-detective-squad/list?title_no=2410
68,From Morning to Night,JiEun Son,"66,773",Fantasy,9.33,115.8K,"When the town of Night relocates all of the townspeople to build a temple for its goddess Obscurity, 12-year-old Mane and 9-year-old Nox start a new life in the neighboring town of Morning. Trouble awaits them when Nox vanishes as if by magic, and Mane turns to Morning's goddess Lumiere for help. Told that he must vanquish Obscurity to save his kidnapped sibling, Mane is given the body of a grown man and sent on a perilous journey. Will Mane be able to save his sibling in a world where nothing is as it seems?",UP EVERY TUESDAY,https://www.webtoons.com/en/fantasy/from-morning-to-night/list?title_no=3207
69,Da Yomanville Gang,Jason King,1.7M,Drama,9.22,234.7K,"Layla just wants a new, quiet start in Yomanville. However, along with the relocation, comes new faces... and new feelings for her. Good thing she's confident and great under pressure--oh wait, that's not right. - Who wrote this synopsis?! - Anyway, join Layla, Dylan, Sally, Marv and Joe, as well as some rather unsavoury characters, in Da Yomanville Gang!",UP EVERY TUESDAY,https://www.webtoons.com/en/drama/da-yomanville-gang/list?title_no=1578
70,"Take Me, I'm Yours",RoseBean / One Punch Rabbit,"1,91,969",Drama,9.46,179.8K,"Have you ever had a ghost as a roommate? That's the situation that confronts Chanyang Jeong when a haunting turns into a homestay. The ""ghost"" in question is actually Jian Nam, heir to the Baekgyeong Group, who's currently in a coma after a suspicious accident. Jian needs to remain near Chanyang for three months to find out if he can wake up from the coma, so the two are forced to cohabitate. Can Chanyang uncover the truth behind Jian's accident, and endure living with her unexpected guest for three months?",UP EVERY THURSDAY,https://www.webtoons.com/en/drama/take-me-im-yours/list?title_no=2833
71,Kidults,Hahim,"1,88,648",Slice of life,9.49,148K,"Five childhood friends -- Dabin, Jaeha, Taehyeon, Sehui, and Hanbin -- make a promise to always stay friends, even after they become adults. Fast forward to the present, where they are now 24-year-olds facing pivotal moments in their journey into adulthood. As they face different challenges, the five friends try to carve out their own paths and figure out what they want for the future, lending each other a helping hand or offering a shoulder to cry on along the way. And amidst it all, unfamiliar feelings begin to blossom where there was once only friendshipâ€¦",UP EVERY MONDAY,https://www.webtoons.com/en/slice-of-life/kidults/list?title_no=2968
72,A Man's Man,Dogado / Lucas,"1,44,623",Drama,9.78,88.8K,"Yuhyeon becomes the youngest CEO of Hansung, a successful electronics company built on toxic work culture, but nobody he cares about is there to celebrate with him. After a night of drinking and wondering if he could change the past, he wakes up the next morning, 20 years younger at the beginning of his career. Armed with the experience and insights that made him CEO, Yuhyeon begins to revisit broken relationships and battle the enablers of Hansung's cut-throat work environment. But he does not yet know how changing the past will affect his future...",UP EVERY THURSDAY,https://www.webtoons.com/en/drama/a-mans-man/list?title_no=2876
73,See No Evil,Gwangtanto / Maduru,"2,43,752",Thriller,9.61,134.4K,"Bonggang Choi has a secret. He lives a quiet life as an ordinary college student, but he was born with a special ability -- he can read minds. Preferring to keep to himself, he doesn't act on the things he learns while mind reading. But when he reads the mind of Hun Jo, another student at his school, and finds out that he may have killed someone, Bonggang soon discovers that he can't close his eyes to evil forever.",UP EVERY FRIDAY,https://www.webtoons.com/en/thriller/see-no-evil/list?title_no=2738
74,IF,JongBeom Lee,2.4M,Action,9.03,150.8K,"Hiroshi is shocked when he finds out that his imaginary friend, Enigami, isn't so imaginary after all! Then he realizes his beastly companion can battle it out with other kids' imaginary friends, and things start to get even stranger. But when these playground games turn serious and kids start disappearing, Hiroshi realizes that the consequences here might be more real than he first thoughtâ€¦",UP EVERY SUNDAY,https://www.webtoons.com/en/mystery/dr-frost/list?title_no=371
75,Dr. Frost,Keon Tan,"3,54,005",Mystery,9.8,377K,"College professor by day, and bartender by night, psychologist Dr. Frost believes in one simple belief. Humans are all the same. He uses this tenet to guide his practice, and solves the puzzles of the human mind one by one.",UP EVERY SATURDAY,https://www.webtoons.com/en/action/if/list?title_no=1925
76,Beyond Virtual,EGA,"2,94,484",Drama,9.18,154.2K,"High schooler Sora Yeom has the perfect life: she lives in a beautiful house, wears the latest fashion, and even goes on dates with her favorite idol member. There's just one catch -- none of it is real! Sora lives out her fantasy life in VR, making reality feel boring by comparison. With the help of her best friend Yiheon, who dreams of being a real-life idol, Sora must find her place in a world where most people would rather escape into VR than face reality.",UP EVERY FRIDAY,https://www.webtoons.com/en/drama/beyond-virtual/list?title_no=2504
77,Maya's World,Tupaikidal,"82,708",Drama,9.21,91.8K,"As a high school student, Maya had her heart broken by two of the boys in her life, Tara and Radi, in rapid succession. Four years later, she is at the top of her class at university. Regardless, Maya finds herself strangely unmoved until she comes across a student doing ceramics and decides to change her course of study. She later comes across Radi at a local cafÃ© and experiences a wellspring of emotion she thought she had put behind her. Can Maya forge a path forward or will she be dragged back into the unhappiness of her past?",UP EVERY WEDNESDAY,https://www.webtoons.com/en/drama/mayas-world/list?title_no=3200
78,SOLEIL,YenKin,"9,58,095",Fantasy,9.54,246.2K,"Ever since her parent's funeral, Florette seems to only find solace in her flower shop and garden.
 Her love for nature is tested when she meets a tiny plant prince from a miniature plant world. With the ""invaders"" threatening his plant kingdom, Florette finds her calling to help save the world and its people. Could it be her botanist skills, or is there a bigger connection between Florette and the Kingdom of Soleil?",UP EVERY WEDNESDAY,https://www.webtoons.com/en/fantasy/soleil/list?title_no=1823
79,HEART Anthology,Marvin.W / caw-chan,1.5M,Heartwarming,9.65,221.3K,"Featuring stories from the 2020 Short Story Contest! From wholesome stories to tearjerkers, are you ready to catch these feelings? New stories released every Wednesday.","UP EVERY WED, THU, FRI, SAT, SUN",https://www.webtoons.com/en/heartwarming/heart-anthology/list?title_no=2191
80,The Horizon,JH,"1,75,864",Drama,9.84,139.8K,"An apocalyptic event has wiped out most of the population. A young boy meets a girl in the sea of dead bodies. Bound together by their shared trauma, they keep walking forward in hopes of finding a safe haven. But does a safe haven exist in a world that has lost its humanity?",COMPLETED,https://www.webtoons.com/en/drama/the-horizon/list?title_no=3141
81,The Savior's Time,Song Geukjang,"2,37,221",Thriller,9.57,123.6K,"When the youngest sister of the Yu family ends her own life, her elder brother begins to investigate her untimely death. The only clue left behind is the record of her messages on Savior -- a mysterious online community for those who need salvation from reality.",UP EVERY TUESDAY,https://www.webtoons.com/en/thriller/the-saviors-time/list?title_no=2608
